티커	종목명	CIK	유니버스	종합판정	종합판정사유	현재가	EPS(FY)	EPS기준연도	배당수익률(%)	현금및현금성자산	유가증권성자산	현금성자산합계	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당감안점수(1년)	배당감안점수(3년)	배당감안점수(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	발행주식수	3M수익률(보조,%)	6M수익률(보조,%)	12M수익률(보조,%)	52주고점대비(보조,%)	50일이평(보조)	200일이평(보조)	50일선상회(보조)	200일선상회(보조)	추세판정(보조)	비고
NXT	Nextpower Inc.	0001852131	Company Add-ons	보류	PEG=매우 유망, PEGY=판정불가	112.70999908447266	3.84	2026		1094976000.0		1094976000.0	0.0	0.0	2334397000.0	1738815000.0	57.31096245420076	42.68903754579924	1.34252177488692	7.170295091220365	7.170295091220365	27.48429791490945	27.48429791490945	10.662824207492786	476.8998281229633		29.825648414985572	962.2996562459266		114.5304899135446	3695.230679984358		1.6151990452129672	3178.529598083749		3년	962.2996562459266	3695.230679984358	3178.529598083749				3.3634594264019313	2.984171283579838	판정불가		판정불가	3년	476.8998281229633	0.0576311759706127	매우 유망	Y		152710033.0	-0.7747136911601671	26.91138631110819		-27.9347803817234	125.46899993896484	107.0030249786377	N	Y	중립/개선	
SE	Sea Ltd	0001703399	Company Add-ons	보류	PEG=매우 유망, PEGY=판정불가	109.11000061035156	2.52	2025		4158920000.0	6413261000.0	10572181000.0	1026000.0	856000.0	12526503000.0	16722651000.0	42.82688996748419	57.173110032515815	0.7490739955046601	16.56331158752774	16.56197037223774	36.72487659635866	36.72540882464834	240.54054054054052			489.58108108108104			1233.7443243243242			1030.7344124487847			1년	489.58108108108104	1233.7443243243242	1030.7344124487847				7.0675684411233775	6.477470810730486	판정불가		판정불가	1년	240.54054054054052	0.1526764532657607	매우 유망	Y		638227141.0	27.67376758628577	-21.638899521798514		-44.4732821321366	90.68360000610352	116.95794994354247	Y	N	중립/개선	단기위험부채 존재
GEV	GE Vernova Inc.	0001996810	Company Add-ons	제외	PEG=매우 유망, PEGY=안심	1075.260009765625	17.69	2025	19.0	8848000000.0		8848000000.0		63000000.0	11178000000.0	50720000000.0	18.058741801027498	81.9412581989725	0.22038643533123028	32.05797101449275	31.829710144927535	58.9712854014207	58.98418878579409	217.02508960573476			442.5501792114695			7828.712670250897			628.0762419461062			1년	442.5501792114695	7828.712670250897	628.0762419461062	4.0023731549871995					1년	4.0023731549872	안심	1년	217.02508960573476	0.2717256585796264	매우 유망	N	FCF<=0	276000000.0	11.07828227419352	62.347505416556736		-8.477603870058903	1038.6733898925781	804.0722482299805	Y	Y	강한 상승추세	단기위험부채 존재
MELI	MERCADOLIBRE INC	0001099590	Company Add-ons	제외	PEG=매우 유망, PEGY=안심	1807.8299560546875	39.4	2025	0.03318896215822246	3670000000.0	2629000000.0	6299000000.0	9193000000.0		6748000000.0	35919000000.0	15.81550144139499	84.18449855860501	0.18786714552186864	-57.08388530202385	-57.08388530202385	47.332838613114504	47.332838613114504	4.537012470151236	129.72289831422012		17.574024940302472	267.94579662844023		692.4165826479174	10557.064387160544		-61.699020401287584	483.9633507456488		3년	267.94579662844023	10557.064387160544	483.9633507456488	0.09655456055921381	2.74135443971507		228.947013372699	12.664189605107598	3년	2.74135443971507	안심	3년	129.72289831422012	0.3648765116121825	매우 유망	N	주당순현금<=0	50697320.0	0.8152974518133904	-16.405183262096823		-28.002724956983194	1682.0224072265626	1929.9431524658203	Y	N	중립/개선	
ENPH	Enphase Energy, Inc.	0001463101	Company Add-ons	보류	PEG=매우 유망, PEGY=판정불가	44.88999938964844	1.29	2025		474318000.0	1038536000.0	1512854000.0	572194000.0	632183000.0	1087023000.0	2422769000.0	30.971151566816495	69.02884843318351	0.448669683325154	6.973740788517711	2.2869460136708035	29.392448528008316	33.025622772075685	72.00000000000001			152.50000000000003			196.72500000000005			338.23792086164417			1년	152.50000000000003	196.72500000000005	338.23792086164417				0.7109781593345492	1.5838230541355267	판정불가		판정불가	1년	72.00000000000001	0.4082284517778932	매우 유망	Y		134886000.0	43.602044340913125	29.403289612949514		-37.937234545492515	49.710999946594235	39.78010005950928	N	Y	상승전환	단기위험부채 존재
FSLR	FIRST SOLAR, INC.	0001274494	Company Add-ons	보류	PEG=매우 유망, PEGY=판정불가	228.5	14.21	2025		2803514000.0	509032000.0	3312546000.0	282593000.0	0.0	9537993000.0	3783317000.0	71.59951236027088	28.40048763972913	2.5210663024007767	28.17591154672345	28.17591154672345	14.097402424579629	14.097402424579629	18.21963394342763		30.670348455238837	44.93926788685526		69.84069691047767	638.5869966722133		992.4363030978878	179.4691451519533		334.3266096708481	5년	69.84069691047767	992.4363030978878	334.3266096708481				11.040200117168974	4.831597425456882	판정불가		판정불가	5년	30.670348455238837	0.4596427212150449	매우 유망	Y		107537000.0	15.842839036755386	-5.229978258234958		-28.201099764336213	247.7468032836914	235.39400131225585	N	N	중립/개선	
EME	EMCOR Group, Inc.	0000105634	Company Add-ons	제외	PEG=헐값, PEGY=안심	783.4099731445312	28.19	2025	21.0	1111968000.0		1111968000.0	0.0		3673944000.0	5616418000.0	39.54575720515519	60.4542427948448	0.654143619652241	24.630614870271227	24.630614870271227	26.916614341052146	26.916614341052146	30.994423791821568	51.54328097260492	63.67289600664736	70.48884758364314	111.58656194520984	135.84579201329473	1987.0806133829	3145.6251812354653	3829.4928768547784	153.6450493994801	301.5298871686855	388.8236055361368	3년	111.58656194520984	3145.6251812354653	301.5298871686855	1.931685134430958	2.6951116531013635	3.145748381790634			3년	2.6951116531013635	안심	3년	51.54328097260492	0.5222138333676941	헐값	N	FCF<=0	45145767.0	-2.1226949964136876	20.345024870863917		-16.98967171978477	850.6805993652343	737.2961508178711	N	Y	중립/개선	
ALNY	ALNYLAM PHARMACEUTICALS, INC.	0001178670	Company Add-ons	보류	PEG=헐값, PEGY=판정불가	312.7900085449219	2.33	2025		1657250000.0	1251234000.0	2908484000.0			789176000.0	4177155000.0	15.89052360787068	84.10947639212932	0.1889266737767691	21.594873927118293	21.594873927118293	124.97645262566678	124.97645262566678	206.8807339449541			422.2614678899082			983.8692201834862			214.54624294438935			1년	422.2614678899082	983.8692201834862	214.54624294438935				3.4553696058923107	1.1046930884929662	판정불가		판정불가	1년	206.8807339449541	0.6040990392992319	헐값	Y		134684000.0	-2.642551751317457	-25.966861882858726		-36.323845167618366	296.47619995117185	364.19019989013674	Y	N	주의	
PDD	PDD Holdings Inc.	0001737806	Company Add-ons	보류	PEG=헐값, PEGY=판정불가	85.87999725341797	2.36	2025		15572577000.0	44816702000.0	60389279000.0			59113291000.0	30981848000.0	65.61207591899047	34.387924081009515	1.9079975797441133	10.184417739143575	10.184417739143575	32.07439809926881	32.07439809926881	-9.230769230769239	44.02182301961191	62.23275436857567	-9.961538461538478	96.54364603922382	132.96550873715134	-23.509230769230808	227.8430046525682	313.79860061967713	-127.37451271669103	165.30392633833043	265.39195465238345	3년	96.54364603922382	227.8430046525682	165.30392633833043				2.5778288363282638	3.0016638551134416	판정불가		판정불가	3년	44.02182301961191	0.7286022226971276	헐값	Y		5929576000.0	-14.606744044926412	-29.007194852602648		-37.826689193070465	88.22339981079102	107.49514991760253	N	N	주의	
JD	JD.com, Inc.	0001549802	Company Add-ons	보류	PEG=헐값, PEGY=보통	27.739999771118164	0.92	2025	3.62	19660000000.0	10831000000.0	30491000000.0	449195000.0	1146000000.0	32180000000.0	57402000000.0	35.922395124020454	64.07760487597956	0.5606076443329501	10.08778726350647	9.702970032851441	19.187187508273578	19.605467106811655	-50.0	25.092130660408696	-17.655175032048053	-91.5	58.68426132081739	-26.810350064096106	-84.18	53.989520415152	-24.665522058968417	-403.46070906476734	94.6269677743972	-188.91680700246155	3년	58.68426132081739	53.989520415152	94.62696777439719	-2.4172380647242226	1.4964220601913611	-0.7314868333879595	0.7216162553906267	2.6013563855250865	3년	1.4964220601913611	보통	3년	25.092130660408696	0.7646695200160041	헐값	Y		2978037127.0	-2.117150240787624	-4.443682001429561		-23.30660443622843	29.009999923706054	29.778324995040894	N	N	주의	단기위험부채 존재
