종목코드	종목명	그룹	판정구분	현재가	현금배당금(FY2025 DPS)	EPS(FY2025)	현금및현금성자산	유가증권성자산	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주주대부채판정	업종보정유형	업종보정판정	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	현금보다부채많음(린치형)	현금보다부채많음(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당수익률(%)	배당감안이익성장률(1년)	배당감안이익성장률(3년)	배당감안이익성장률(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	종합판정	종합판정사유	발행주식수	비고
"=""090430"""	아모레퍼시픽	직접추가	메인	122000.0	1240.0	3421.0	524558265446.0	595819964751.0		256253631834.0						판정불가	일반	일반	19154.135475076495	14773.189248313625	30.06309983189813	31.343703815167018	N	N	-60.24866372298396	20.627708642947496	46.209846998093965		49.75541728589499	100.91969399618793		170213.28253504678	345246.2731609589		39.5190840451203	182.98874849258925	3년	49.75541728589499	170213.28253504678	39.5190840451203	1.0163934426229508	-1.9702648965531242	0.719955766590816	1.5709038889798057	8421.099814611242	6.902540831648558	3년	0.719955766590816	불리(<1)	3년	20.627708642947496	1.4574134409338064	보통	Y	통과	제외	배당감안점수<1	58492759.0	단기위험부채 존재; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""002790"""	아모레퍼시픽홀딩스	직접추가	메인	25600.0	400.0	1366.0	596631422270.0	1336881950600.0		256253631834.0						판정불가	일반	일반	24333.723385937104	21108.710783911738	0.9269960571470685	3.28791304252435	N	N	-50.96913137114143												1년				1.5625	-53.297563662995216			6579.082341427906	25.699540396202757	1년	-53.297563662995216	불리(<1)	1년	-50.96913137114143		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	79458180.0	단기위험부채 존재; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""278470"""	에이피알	직접추가	메인	404000.0	5090.0		154350192148.0	117891913354.0	78219359846.0	0.0						판정불가	일반	일반	5183.525259069071	5183.525259069071			N	N													판정불가				1.25990099009901						판정불가		판정불가	판정불가			판정불가	N	주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	37430655.0	EPS 미추출; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""002030"""	아세아	직접추가	메인	221500.0	5600.0	18725.0	163716811000.0	12160000.0	658028958000.0	265707008000.0						판정불가	일반	일반	-238487.41512057534	-366684.4193364424	24.565416027801085	31.411717988595054	Y	Y	-50.09727367214776	-25.894534715298978	-3.336896679607082			1.826206640785836			34195.71934871478			-84.56175198703622	3년				2.528216704288939	-1.9364238290946971	-0.9511875550801171	-0.032919449619861776	-24122.07535681443	-10.890327474859788	3년	-0.9511875550801171	불리(<1)	3년	-25.894534715298978		판정불가	N	주당순현금<=0 / 주당FCF<=0	제외	하드필터 미통과	2072646.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 주당FCF 음수; 1년 점수 과열 가능; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""282330"""	BGF리테일	필수소비재	메인	140700.0	4100.0	11303.0	414042445266.0	56154402761.0		0.0						판정불가	일반	일반	27204.316433276137	27204.316433276137	10.04119999705599	10.04119999705599	N	N	0.017697548889472614	0.2966584171548048	9.736317603940137	8.535395097778945	9.09331683430961	27.972635207880273	96475.57079019542	102781.76017820151	316174.6957546707	-31.43171940995351	-26.949708473204325	124.71549094148595	3년	9.09331683430961	102781.76017820151	-26.949708473204325	2.9140014214641083	0.2919669931097015	0.31974861964309603	1.2598413565224507	30299.629909466068	21.534918201468418	3년	0.31974861964309603	불리(<1)	3년	0.2966584171548048	33.847682777246824	매우 불리	Y	통과	제외	배당감안점수<1	17283906.0	배당감안점수<1; PER>연성장률의 2배; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""138930"""	BNK금융지주	직접추가	메인	17320.0	735.0	2512.0		18192691866568.0	16445000245415.0							판정불가	일반	일반	5631.773694536628	5631.773694536628	4.652956331792744	4.652956331792744	N	N	15.547378104875808			39.594756209751615			99462.02759889606			474.2611293238803			1년	39.594756209751615	99462.02759889606	474.2611293238803	4.24364896073903	4.2534306480348					1년	4.2534306480348	안심(>=2)	1년	15.547378104875808	0.2992759486780303	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	310327033.0	fs=2025:CFS,2024:CFS,2022:NA,2020:NA
"=""068270"""	셀트리온	헬스케어	메인	188800.0	750.0	4668.0	1119206211717.0									판정불가	일반	일반	4845.86731932615	4845.86731932615	39.407483436305455	39.407483436305455	N	N	127.9296875	6.22945826601542	3.8046169226709114	264.359375	20.95891653203084	16.109233845341823	1234029.5625	97836.22237151997	75197.90359005563	553.6173530190678	-48.17996696423731	-60.170601912046806	3년	20.95891653203084	97836.22237151997	-48.17996696423731	0.3972457627118644	3.256410256953541	0.16815851840521773	0.10662600904658809	1360.9075488767974	0.720819676311863	3년	0.16815851840521773	불리(<1)	3년	6.22945826601542	6.325988834581577	매우 불리	Y	통과	제외	배당감안점수<1	230960969.0	1년 점수 과열 가능; 배당감안점수<1; PER>연성장률의 2배; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""030000"""	제일기획	직접추가	메인	19590.0	1230.0	2049.0	622369326472.0	216919787330.0	234763824456.0	4043255307.0						판정불가	일반	일반	5254.857894167939	5219.71175149604	6.996165010166941	7.013317837239609	N	N	0.0	2.315711686466715		8.5	13.13142337293343		17416.5	26906.286491140596		-11.094946401225114	37.34704691751198		3년	13.13142337293343	26906.286491140596	37.34704691751198	6.278713629402756	0.8974507634223075	1.2284480573828538		1492.008099731205	7.616172025172052	3년	1.2284480573828538	보통(1~1.5)	3년	2.315711686466715	3.0211727353855546	매우 불리	Y	통과	제외	린치PER배수>=2	115041225.0	단기위험부채 존재; PER>연성장률의 2배; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""185750"""	종근당	직접추가	메인	81200.0	500.0	5882.0	216235970816.0	108445557936.0		162832228224.0						판정불가	일반	일반	23522.90833817535	11725.848019601848	9.80569392414564	11.811314515538617	N	N	-28.564488705367985	-5.359713960632673	-7.035300955800583										3년				0.6157635467980296	-2.850254696380919	-0.48379548153681323	-0.6546744634966649	-8097.876847707491	-9.972754738556024	3년	-0.48379548153681323	불리(<1)	3년	-5.359713960632673		판정불가	N	주당FCF<=0	제외	하드필터 미통과	13802780.0	단기위험부채 존재; 주당FCF 음수; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""001040"""	CJ	직접추가	메인	217000.0	3300.0	4321.0	2587324564000.0	1114436500000.0	6845375033000.0	4564809586000.0						판정불가	일반	일반	-107742.88598847626	-264195.22512220073	75.15456745856892	111.36200535112259	Y	Y	44.370197126628796	-10.479231651272991	10.856012353166022	97.24039425325759		30.212024706332045	420175.74356832606		130546.15875606076	93.62937491627929		-39.840479835916696	3년				1.5207373271889402	0.6106206981913164	-0.11920092985729278	0.16468393204681797	55371.62013720534	25.516875639265134	3년	-0.11920092985729278	불리(<1)	3년	-10.479231651272991		판정불가	N	주당순현금<=0	제외	하드필터 미통과	29176998.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 1년 점수 과열 가능; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
