순위	종목코드	종목명	그룹	판정구분	현재가	현금배당금(FY2025 DPS)	EPS(FY2025)	현금및현금성자산	유가증권성자산	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주주대부채판정	업종보정유형	업종보정판정	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	현금보다부채많음(린치형)	현금보다부채많음(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당수익률(%)	배당감안이익성장률(1년)	배당감안이익성장률(3년)	배당감안이익성장률(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	종합판정	종합판정사유	발행주식수	비고
1	010140	삼성중공업	직접추가	메인	20550.0		639.0	772614649370.0	311797002761.0	592438711867.0	1454489650793.0						판정불가	일반	일반	559.0601593909091	-1093.7689892375	31.284725885147246	33.87131297220266	N	Y	752.0			1512.5			966487.5			4603.102189781022			1년	1512.5	966487.5	4603.102189781022		24.037289083521102			1530.2205002727273	7.4463284684804245	1년	24.037289083521102	안심(>=2)	1년	752.0	0.04160202910258942	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	880000000.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
2	139130	iM금융지주	직접추가	메인	16510.0	700.0	2511.0		10012037000000.0	9824584000000.0							판정불가	일반	일반	1167.025597818984	1167.025597818984	6.110304421418166	6.110304421418166	N	N	123.9964317573595			256.49286351471903			644053.5802854595			3800.99079518752			1년	256.49286351471903	644053.5802854595	3800.99079518752	4.239854633555421	20.986889939789943					1년	20.986889939789943	안심(>=2)	1년	123.9964317573595	0.049278066592876	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	160624583.0	fs=2025:CFS,2024:CFS,2022:NA,2020:NA
3	004490	세방전지	직접추가	메인	48800.0	2650.0	10646.0	227178088991.0	123000000000.0	162095437595.0	251228623014.0						판정불가	일반	일반	13434.475099714286	-4510.426544142857	3.321954245752932	5.007554625600494	N	Y	-17.389617443935744	48.94307252053962	16.711840434713388		106.38614504107925	41.923680869426775		1132586.9001073297	446319.50653591746		2220.874795301905	814.5891527375359	3년	106.38614504107925	1132586.9001073297	2220.874795301905	5.4303278688524586	-3.600076548427196	16.36789563218929	6.665404357051055	11070.1328675	22.68469849897541	3년	16.36789563218929	안심(>=2)	3년	48.94307252053962	0.06787383943578183	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	14000000.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
4	071970	HD현대마린엔진	직접추가	메인	47900.0		4867.0	94276230277.0	247003276789.0								판정불가	일반	일반	10060.862797055377	10060.862797055377	7.774632669600292	7.774632669600292	N	N	97.52435064935065	113.65854515790357	162.5665198099373	203.5487012987013	235.81709031580715	333.6330396198746	990671.5292207792	1147721.7785670334	1623792.0038299295	1968.2077854296015	2296.0788696597774	3289.9624297075775	3년	235.81709031580715	1147721.7785670334	2296.0788696597774		12.543917480588128	14.619153082604347	20.909865033957306			3년	14.619153082604347	안심(>=2)	3년	113.65854515790357	0.06840341532437484	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	33921495.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
5	015760	한국전력	유틸리티	메인	33050.0	1542.0	13311.0	2240811000000.0	4250164000000.0	83995702000000.0							판정불가	일반	일반	-120730.62929345189	-120730.62929345189	11.55289830166418	11.55289830166418	Y	Y	144.73248758963044			297.9649751792609			3966211.7846111413			11900.640800638854			1년	297.9649751792609	3966211.7846111413	11900.640800638854	4.665658093797277	12.931659379526183			7699.067871674695	23.295212924885615	1년	12.931659379526183	안심(>=2)	1년	144.73248758963044	0.07982242614678796	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	641964077.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
6	402340	SK스퀘어	직접추가	메인	799000.0		66713.0	1310718000000.0	317762000000.0	86661000000.0	0.0						판정불가	일반	일반	11672.743401201547	11672.743401201547	11.801706662851295	11.801706662851295	N	N	140.21676508713813			288.93353017427626			19275622.59851649			2312.468410327471			1년	288.93353017427626	19275622.59851649	2312.468410327471		11.881058315786145			2638.92507607574	0.3302784826127334	1년	11.881058315786145	안심(>=2)	1년	140.21676508713813	0.08416758620495265	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	132087115.0	fs=2025:CFS,2024:CFS,2022:NA,2020:NA
7	011210	현대위아	직접추가	메인	54100.0	1200.0	5351.0	1116473000000.0	572468000000.0	739686000000.0	71245000000.0						판정불가	일반	일반	34905.39080171221	32285.615748994038	3.5871069329635192	4.076693001496162	N	N	46.32212195788898	29.51602682110046	18.44874189552963	101.14424391577796	67.53205364220092	45.39748379105926	541222.8491933278	361364.01903941715	242921.9357659581	900.4119208749128	567.955672900956	349.0239108428061	3년	67.53205364220092	361364.01903941715	567.955672900956	2.2181146025878005	13.53186215733325	8.846723004566476	5.7614274913860255	5543.207939464645	10.246225396422634	3년	8.846723004566476	안심(>=2)	3년	29.51602682110046	0.12153081966977897	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	27195083.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
8	000660	SK하이닉스	반도체	메인	1322000.0	3000.0	62044.0	14923766000000.0	20018487000000.0								판정불가	일반	일반	47997.4443489617	47997.4443489617	20.533855903085527	20.533855903085527	N	N	115.94041486843936	167.48263503477668	54.92375157287208	240.38082973687872	343.46527006955336	118.34750314574416	14914188.200194903	21309959.216195367	7342752.485174551	1028.1534190767702	1511.9485034943543	455.427570739376	3년	343.46527006955336	21309959.216195367	1511.9485034943543	0.22692889561270801	5.6573565292525565	8.167465707460645	2.6858414088801292	34057.28359137954	2.5761939176535207	3년	8.167465707460645	안심(>=2)	3년	167.48263503477668	0.12260289491398202	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	728002365.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
9	009540	HD한국조선해양	직접추가	메인	368500.0	12300.0	30664.0	3742015549000.0		398797408000.0							판정불가	일반	일반	47238.53250999998	47238.53250999998	10.476828446712759	10.476828446712759	N	N	84.96802991916998			178.43605983833996			5471563.338882856			1384.82044474433			1년	178.43605983833996	5471563.338882856	1384.82044474433	3.3378561736770695	8.428684934757538					1년	8.428684934757538	안심(>=2)	1년	84.96802991916998	0.12330318187534015	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	70773116.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
10	298040	효성중공업	전력설비	메인	1894000.0	7500.0	55832.0	216772513676.0		637432979185.0							판정불가	일반	일반	-45113.22859928438	-45113.22859928438	34.73121558603103	34.73121558603103	Y	Y	133.51875862645866	270.5887113046113		275.5375172529173	549.6774226092226		15383810.66326488	30689589.85911812		712.239211365622	1520.358493089658		3년	549.6774226092226	30689589.85911812	1520.358493089658	0.395987328405491	3.855746011053093	7.802338445706677		33728.061849754005	1.7807846805572336	3년	7.802338445706677	안심(>=2)	3년	270.5887113046113	0.12835426658628366	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	9324548.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
11	112610	씨에스윈드	직접추가	메인	35550.0	1000.0	837.0	478878903508.0	28665354936.0	782993106603.0	242475043746.0						판정불가	일반	일반	-6531.6500890188545	-12281.40054778353	50.27676235247175	57.14623721360039	Y	Y	-75.62609202096681	371.20709785870895	-15.050492534791582		750.9141957174179			628515.1818154788			1667.9751949802499		3년	750.9141957174179	628515.1818154788	1667.9751949802499	2.8129395218002813	-1.4482466470036497	7.43922281149278	-0.24340376031372807	10303.466412416965	28.98302788302944	3년	7.43922281149278	안심(>=2)	3년	371.20709785870895	0.13544127427113042	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	42171403.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
12	069620	대웅제약	직접추가	메인	125400.0	600.0	17022.0	168941641596.0	50139032546.0	550560567693.0	70828808025.0						판정불가	일반	일반	-28608.962834228405	-34721.96931155238	9.047642041724146	9.406765909502548	Y	Y	691.7209302325581	64.61424206621207	70.08103158930474	1391.9418604651162	137.72848413242414	148.6620631786095	23693634.348837208	2344414.256902124	2530525.6394262905	18794.445254256145	1769.5488492042455	1917.963029845527	3년	137.72848413242414	2344414.256902124	1769.5488492042455	0.4784688995215311	76.50605494115813	7.194439243457221	7.798661813037449	-7954.179962240783	-6.343046221882602	3년	7.194439243457221	안심(>=2)	3년	64.61424206621207	0.14002550757235172	매우 유망	N	주당순현금<=0 / 주당FCF<=0	제외	하드필터 미통과	11586575.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 주당FCF 음수; 1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
13	017960	한국카본	조선/LNG사이클	watchlist	19790.0	320.0	2043.0	57866929673.0	27093215744.0	98920898088.0	81871440000.0						판정불가	일반	일반	-268.94950885840325	-1846.1770478341368	9.81837959317592	10.590395030755817	Y	Y	394.6731234866828	63.08567663703022	8.209872487827186	797.8462469733656	134.67135327406044	24.91974497565437	1629999.882566586	275133.5747389055	50911.03898526188	8136.482478860969	1290.265663157683	157.25638698970127	3년	134.67135327406044	275133.5747389055	1290.265663157683	1.616978271854472	40.36206769128903	6.589952475849993	1.0008627866161974	2529.43380973873	12.781373470130013	3년	6.589952475849993	안심(>=2)	3년	63.08567663703022	0.15563563896868307	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	51908452.0	린치식 단독판정 비중 낮춤; 주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
14	071320	지역난방공사	유틸리티	메인	66200.0	6157.0	28102.0	13136000000.0	14472000000.0	3000419000000.0							판정불가	일반	일반	-256747.27759763927	-256747.27759763927	11.491967745983889	11.491967745983889	Y	Y	66.77744807121661		65.27173293436219	142.05489614243322		139.04346586872438	3992026.6913946583		3907399.4778428925	5930.251799689816		5802.416129672043	5년	139.04346586872438	3907399.4778428925	5802.416129672043	9.30060422960725	6.620106667755915		6.489083402625309	29663.925551856057	44.809555214284075	5년	6.489083402625309	안심(>=2)	5년	65.27173293436219	0.17606346927452207	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	11578744.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
15	005850	에스엘	직접추가	메인	50100.0	2770.0	6749.0	477732627030.0	395471183250.0	5459184760.0							판정불가	일반	일반	18681.85736639187	18681.85736639187	4.655229313025356	4.655229313025356	N	N	-15.61640410102526	26.173083545484687	36.58097754545193		60.846167090969374	81.66195509090386		410650.7816969523	551136.5349085102		719.6622389160725	1000.0729239690821	3년	60.846167090969374	410650.7816969523	719.6622389160725	5.528942115768463	-2.1669097926136582	6.809981534647652	9.04572402983385	6628.339203100551	13.230217970260579	3년	6.809981534647652	안심(>=2)	3년	26.173083545484687	0.17786323514137348	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	46448520.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
16	192820	코스맥스	직접추가	메인	185900.0	3300.0	10847.0	192279928597.0									판정불가	일반	일반	16941.695768248654	16941.695768248654	15.576500804992289	15.576500804992289	N	N	43.4408886537953	80.71243772559032	38.50568621710888	95.3817773075906	169.92487545118064	85.51137243421776	1034606.1384554352	1843175.1240189564	927541.8567939601	456.53907394052453	891.4874255077765	398.94666852821956	3년	169.92487545118064	1843175.1240189564	891.4874255077765	1.7751479289940828	2.902836596541476	5.295642884578225	2.586000196731791	-9341.661092827891	-5.025100103726676	3년	5.295642884578225	안심(>=2)	3년	80.71243772559032	0.1929876143494756	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	11349509.0	주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
17	001440	대한전선	직접추가	메인	20800.0		453.0	438856642626.0	245247440000.0	6781981976.0	210000000000.0						판정불가	일반	일반	3632.780419185475	2506.4567877893646	37.89673196647798	40.383097598698974	N	N	10.757946210268955	193.05011690585698	172.76923736437072	30.01589242053791	394.60023381171396	354.03847472874145	13597.199266503672	178753.90591670643	160379.42905211987	-34.628849680270804	759.393778445704	671.0549473659609	3년	394.60023381171396	178753.90591670643	759.393778445704		0.28387530143192896	5.094109884636539	4.558948183637467	-1780.5372383992687	-8.56027518461187	3년	5.094109884636539	안심(>=2)	3년	193.05011690585698	0.19630514901453666	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	186447300.0	단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
18	114090	GKL	직접추가	메인	9340.0	414.0	761.0	213092869283.0		30375090489.0							판정불가	일반	일반	2953.9374287595624	2953.9374287595624	8.39167223553277	8.39167223553277	N	N	42.509363295880156			93.51872659176031			71167.7509363296			661.9673547786895			1년	93.51872659176031	71167.7509363296	661.9673547786895	4.432548179871521	5.593868558996625			1553.3159719230266	16.630791990610565	1년	5.593868558996625	안심(>=2)	1년	42.509363295880156	0.197407619990066	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	61855670.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
19	329180	HD현대중공업	직접추가	메인	448000.0	5661.0	15702.0	1869917695000.0		20593805000.0							판정불가	일반	일반	17619.114963644908	17619.114963644908	27.40930359421444	27.40930359421444	N	N	124.2822453935152			257.0644907870304			4036426.634337952			800.9880880218642			1년	257.0644907870304	4036426.634337952	800.9880880218642	1.2636160714285714	4.580410481185812					1년	4.580410481185812	안심(>=2)	1년	124.2822453935152	0.22054078205159788	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	104961225.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
20	000240	한국앤컴퍼니	직접추가	메인	24850.0	1100.0	3666.0	87970654737.0	34240766097.0	15178888600.0	83728229501.0						판정불가	일반	일반	1127.4267830786544	245.4757867889732	6.470969235384982	6.7115450663423415	N	N	-0.9991898460707582	28.543628944993937	19.90708834889714	6.5016203078584835	65.58725788998788	48.31417669779428	23834.9400486092	240442.88742469557	177119.77177411385	-4.0847482953352054	867.5770117693986	612.7556208213837	3년	65.58725788998788	240442.88742469557	867.5770117693986	4.426559356136821	0.5296531918780102	5.095092729052241	3.760433224125236	2176.2560889928754	8.757569774619217	3년	5.095092729052241	안심(>=2)	3년	28.543628944993937	0.22670450375651618	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	94935240.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
21	138930	BNK금융지주	직접추가	메인	14800.0	735.0	2512.0		18192691866568.0	16445000245415.0							판정불가	일반	일반	5631.773694536628	5631.773694536628	3.6497716184169477	3.6497716184169477	N	N	15.547378104875808			39.594756209751615			99462.02759889606			572.040727019568			1년	39.594756209751615	99462.02759889606	572.040727019568	4.966216216216216	5.620514504956776					1년	5.620514504956776	안심(>=2)	1년	15.547378104875808	0.23475158279403677	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	310327033.0	fs=2025:CFS,2024:CFS,2022:NA,2020:NA
22	034230	파라다이스	직접추가	메인	9450.0	150.0	1087.0	341761126505.0	5000000000.0	796472209722.0	137240950000.0						판정불가	일반	일반	-4866.710272452332	-6351.912585875921	13.170846616791474	14.537178091882172	Y	Y	24.22857142857142	54.2810589168254		56.95714285714284	117.0621178336508		61912.414285714265	127246.52208517843		555.1578231292515	1246.5240432294013		3년	117.0621178336508	127246.52208517843	1246.5240432294013	1.5873015873015872	1.9600769614126725	4.241819993021601		1428.3554813839717	15.114872818878005	3년	4.241819993021601	안심(>=2)	3년	54.2810589168254	0.24264166690213426	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	92405559.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
23	003090	대웅	직접추가	메인	16480.0	200.0	4280.0	255917494906.0	69412115604.0	668965344648.0	118388808025.0						판정불가	일반	일반	-5910.286064182885	-7946.487927707312	5.231375248640861	5.707123347595166	Y	Y	202.2598870056497	20.159526008317698	12.806544500421424	413.0197740112994	48.819052016635396	34.11308900084285	1767724.6327683614	208945.5426311995	146004.0209236074	10626.484422138115	1167.8734382961136	785.9467289053848	3년	48.819052016635396	208945.5426311995	1167.8734382961136	1.2135922330097086	38.89483540518775	4.0855639722805694	2.680009761691945	-1554.3945053642824	-9.432005493715307	3년	4.0855639722805694	안심(>=2)	3년	20.159526008317698	0.2594989210799116	매우 유망	N	주당순현금<=0 / 주당FCF<=0	제외	하드필터 미통과	58141980.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 주당FCF 음수; 1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
24	082740	한화엔진	직접추가	메인	39300.0		2071.0	276708027934.0	133988650000.0	53947006810.0	30000000000.0						판정불가	일반	일반	4275.157453852644	3915.6484367553294	16.912043720978925	17.085635713783038	N	N	113.94628099173553		62.28278611303117	236.39256198347107		133.06557222606233	489568.9958677686		275578.8000801751	1145.7226357958489		601.2183208146948	5년	133.06557222606233	275578.8000801751	601.2183208146948		6.737581978361865		3.682747463322312	3492.7128128726085	8.887309956418852	5년	3.682747463322312	안심(>=2)	5년	62.28278611303117	0.2715364031770648	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	83447142.0	단기위험부채 존재; fs=2025:CFS,2024:OFS,2022:CFS,2020:CFS
25	000270	기아	직접추가	메인	120800.0	6800.0	19382.0	13998106000000.0	7661873000000.0	978970000000.0	211292000000.0						판정불가	일반	일반	52972.13234688462	52430.93110337479	3.499528823295604	3.5274517024365504	N	N	-22.138753866548832	12.82583771622907	39.189006811542605		34.15167543245814	86.87801362308521		661927.7732319037	1683869.6600426375		447.95345466217196	1293.9318377836403	3년	34.15167543245814	661927.7732319037	447.95345466217196	5.629139072847682	-4.717667899689875	5.273560447974018	12.806908628969026	10401.987179740363	8.610916539520169	3년	5.273560447974018	안심(>=2)	3년	12.82583771622907	0.2728499222212599	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	390412998.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
26	161390	한국타이어앤테크놀로지	직접추가	메인	65100.0	2300.0	8931.0	2603079747970.0	489388296676.0								판정불가	일반	일반	24964.41026923666	24964.41026923666	4.493963691721346	4.493963691721346	N	N	-2.2545693334792616	16.43379388057411	24.1178312692236	3.990861333041477	41.36758776114822	56.7356625384472	35642.38256539343	369453.9262948148	506706.20213087194	-45.24979636652314	467.5175519121579	678.3505409076373	3년	41.36758776114822	369453.9262948148	467.5175519121579	3.5330261136712746	0.28448311288031775	4.443030999789273	6.152888469889624	-5650.2614211339005	-8.679357021711061	3년	4.443030999789273	안심(>=2)	3년	16.43379388057411	0.273458686678158	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	123875069.0	주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
27	064350	현대로템	방산	메인	120500.0	600.0	7055.0	908414081000.0		60775088000.0	49136977000.0						판정불가	일반	일반	7766.386844661084	7316.175404518884	15.97925062442791	16.04306514464651	N	N	89.24356223175967	57.31843168250532	84.95065921728904	186.98712446351934	123.13686336501064	178.4013184345781	1319194.163090129	868730.57104015	1258621.3015559483	994.7669403237585	620.9382332283402	944.499005440621	3년	123.13686336501064	868730.57104015	620.9382332283402	0.49792531120331945	5.616126165877438	3.6182145428849597	5.347471326212558	6852.009336460757	5.686314802042122	3년	3.6182145428849597	안심(>=2)	3년	57.31843168250532	0.2787803182218798	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	109142000.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
28	010120	LS ELECTRIC	전력설비	메인	150300.0	3000.0	9647.0	762716704001.0	205184236697.0	773010797653.0	302192853551.0						판정불가	일반	일반	6496.3381015	-3576.7570168666666	14.906568041722815	15.950736707460006	N	Y	19.423124535776193	45.94979891928113	27.235637161019888	47.346249071552386	100.39959783856226	62.971274322039775	456749.26479326584	968554.9203486101	607483.8833847177	203.89172640935854	544.4144513297473	304.1808938022074	3년	100.39959783856226	968554.9203486101	544.4144513297473	1.996007984031936	1.4368922786155027	3.2164215645824648	1.960990958028284	3012.7272868333334	2.0044759060767356	3년	3.2164215645824648	안심(>=2)	3년	45.94979891928113	0.3244098645112422	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	30000000.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
29	006040	동원산업	직접추가	메인	35150.0	1150.0	8793.0	462412200801.0	2315664040.0	920658109908.0	869187931428.0						판정불가	일반	일반	-10327.316971310991	-30015.370950217297	5.171991012317865	7.411050943957386	Y	Y	362.7894736842105	15.223245686790676	-33.98325939665047	734.078947368421	38.94649137358135		6454756.184210526	342456.4986479008		18263.459983529232	874.2716888987221		3년	38.94649137358135	342456.4986479008	874.2716888987221	3.2716927453769555	70.7776107030655	3.5759803890067072	-5.938054915047097	2047.1984446583815	5.824177651944186	3년	3.5759803890067072	안심(>=2)	3년	15.223245686790676	0.339742990340466	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	44147986.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
