순위	종목코드	종목명	그룹	판정구분	현재가	현금배당금(FY2025 DPS)	EPS(FY2025)	현금및현금성자산	유가증권성자산	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주주대부채판정	업종보정유형	업종보정판정	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	현금보다부채많음(린치형)	현금보다부채많음(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당수익률(%)	배당감안이익성장률(1년)	배당감안이익성장률(3년)	배당감안이익성장률(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	종합판정	종합판정사유	발행주식수	비고
1	039200	오스코텍	직접추가	메인	41900.0		1368.0	15192017092.0		7091325790.0	6000000000.0						판정불가	일반	일반	211.7375198964007	54.90829730094817	30.473876081947076	30.588517326534394	N	N	5847.826086956522			11704.152173913044			16011280.173913045			38113.07917401681			1년	11704.152173913044	16011280.173913045	38113.07917401681		191.89636629194055					1년	191.89636629194055	안심(>=2)	1년	5847.826086956522	0.005211146095797641	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	38258176.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
2	015750	성우하이텍	직접추가	메인	7540.0	200.0	2110.0	393080902555.0	91530269981.0	2365979543.0	1905976554324.0						판정불가	일반	일반	6028.0649124125	-17796.6420166375	0.7165569135485781	12.00788721167654	N	Y	20.84765177548682	63.02385728102815		50.19530355097364	134.54771456205629		105912.09049255439	283895.6777259388		1304.6696351797664	3665.1946648002495		3년	134.54771456205629	283895.6777259388	3665.1946648002495	2.6525198938992043	32.79595971380277	91.6554930014989		791.4473300375	10.49664893948939	3년	91.6554930014989	안심(>=2)	3년	63.02385728102815	0.011369613737753253	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	80000000.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
3	041510	에스엠	직접추가	메인	81200.0	1620.0	15166.0	364611980599.0	229637014667.0	71674775222.0	5166699000.0						판정불가	일반	일반	22825.127575171362	22599.45520310605	3.8490618768843885	3.8639420280162176	N	N	1807.6729559748428	64.77467023251435		3623.8459119496856	138.0493404650287		54959247.100628935	2093656.2974926254		67583.8018480652	2478.3944550401793		3년	138.0493404650287	2093656.2974926254	2478.3944550401793	1.9950738916256157	470.15820679175437	17.34701760060728				3년	17.34701760060728	안심(>=2)	3년	64.77467023251435	0.05942233072075618	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	22894690.0	단기위험부채 존재; 1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
4	171090	선익시스템	직접추가	메인	84400.0	1000.0	10959.0	149747229475.0	1000000000.0	41619580773.0	37350000000.0						판정불가	일반	일반	11413.23046060536	7506.941240834078	6.659984445605861	7.016430218009483	N	N	-441.2955465587045		108.97178221983204			226.44356443966407			2481595.0226942785			2840.278462907913	5년	226.44356443966407	2481595.0226942785	2840.278462907913	1.1848341232227488	-66.08284389100322		16.54007111318918	7500.184985855782	8.88647510172486	5년	16.54007111318918	안심(>=2)	5년	108.97178221983204	0.06111659651643097	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	9561504.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
5	018290	브이티	직접추가	메인	13420.0		1728.0	84220398087.0	525529750.0	0.0	35176445000.0						판정불가	일반	일반	2425.342588933072	1418.6283743001727	6.362648964737805	6.945238209317029	N	N	-37.41398044186889	71.59549321993607	119.38804809293298		151.69098643987215	247.27609618586595		262122.02456809906	427293.0942091764		1853.219259076744	3084.002192318751	3년	151.69098643987215	262122.02456809906	1853.219259076744		-5.880252179433359	11.252466326010241	18.76389044163664	1286.287521709648	9.584854856256692	3년	11.252466326010241	안심(>=2)	3년	71.59549321993607	0.08886940613974426	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	34941838.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
6	257720	실리콘투	직접추가	메인	37050.0	306.0	2756.0	77322804082.0	702044561.0	13804276303.0	41523500000.0						판정불가	일반	일반	979.3266675259208	346.1172550697164	13.088052733118316	13.317809413980509	N	N	38.49246231155779	145.61530361348161		85.48492462311557	299.73060722696323		235596.45226130652	826057.5535175106		535.8878603544036	2129.5750432321474		3년	299.73060722696323	826057.5535175106	2129.5750432321474	0.8259109311740891	3.0041423307563346	11.188923022452181		-89.94114448626921	-0.2427561254690127	3년	11.188923022452181	안심(>=2)	3년	145.61530361348161	0.08988102492207127	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	65576252.0	단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:NA
7	241710	코스메카코리아	직접추가	메인	70600.0		4255.0	68851763088.0	12751654971.0	29565810529.0	131690603832.0						판정불가	일반	일반	4872.435161985019	-7458.145721161049	15.447136272153932	18.345040122482033	N	Y	6.189168954329927	157.5728435064407	76.98917138395909	20.87833790865985	323.6456870128814	162.47834276791818	88837.32780134767	1377112.3982398105	691345.3484774919	25.83190906706467	1850.584133484151	879.2427032259092	3년	323.6456870128814	1377112.3982398105	1850.584133484151		0.40066772541438295	10.200780308418222	4.984041703752239	-600.7903399812734	-0.8509778186703589	3년	10.200780308418222	안심(>=2)	3년	157.5728435064407	0.09803171617907967	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	10680000.0	주당순현금 음수(보수형); 단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
8	095660	네오위즈	직접추가	메인	19810.0	303.0	2522.0	71506938430.0									판정불가	일반	일반	3271.6081990167277	3271.6081990167277	6.557649405623819	6.557649405623819	N	N	2037.2881355932204	59.20438360697895	-2.0836107187727326	4083.076271186441	126.9087672139579	4.332778562454535	10297518.355932204	320063.9109136018	10927.267534510336	51881.41522429179	1515.6684044099031	-44.839638896969525	3년	126.9087672139579	320063.9109136018	1515.6684044099031	1.529530540131247	310.90678077191325	9.261537235434544	-0.08449371785053168	3260.7172211176594	16.45995568459192	3년	9.261537235434544	안심(>=2)	3년	59.20438360697895	0.11076290311805238	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	21856816.0	1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
9	033500	동성화인텍	직접추가	메인	21150.0	400.0	1869.0	80845872158.0	216438728.0		7174500000.0						판정불가	일반	일반	2703.023628408002	2463.7898487383613	9.86997130636276	9.997972258566955	N	N	37.933579335793354	85.03864028854527	18.260466581831338	84.36715867158671	178.57728057709053	45.020933163662676	157682.21955719555	333760.93739858223	84144.12408288554	645.5424092538797	1478.065897865637	297.8445583115155	3년	178.57728057709053	333760.93739858223	1478.065897865637	1.8912529550827424	4.034949145718659	8.807512255642315	2.0417201743963633	2286.215405268258	10.809529102923205	3년	8.807512255642315	안심(>=2)	3년	85.03864028854527	0.11606454751478722	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	29989494.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
10	053800	안랩	직접추가	메인	61700.0	1400.0	5714.0	67126196416.0	212621651635.0	1087944763.0	210000000.0						판정불가	일반	일반	25044.690874925156	25025.817025398628	6.414999846880441	6.418302935702025	N	N	51.84693064044645	51.8781942609736	21.726884580572147	112.1938612808929	112.2563885219472	51.953769161144294	641075.723359022	641433.0040144064	296863.8369867785	939.0206213274263	939.5996823572226	381.1407406592844	3년	112.2563885219472	641433.0040144064	939.5996823572226	2.2690437601296596	8.435849679231442	8.440723197746387	3.7405968688168896	5241.269111345467	8.494763551613397	3년	8.440723197746387	안심(>=2)	3년	51.8781942609736	0.12365503345412798	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	11126506.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
11	067160	SOOP	직접추가	메인	49450.0	3380.0	9556.0	134011835737.0	116354281889.0	5107094014.0	341000000.0						판정불가	일반	일반	21336.580690326304	21306.915017242194	2.9419651851897965	2.9450695879821898	N	N	0.7060807250500512	20.62187794636918	22.171262636843704	9.912161450100102	49.74375589273836	52.84252527368741	94720.61481715657	475351.3313110078	504963.17151535687	91.54826049981106	861.2767063923312	921.1590930543113	3년	49.74375589273836	475351.3313110078	861.2767063923312	6.8351870576339735	2.563343652279662	9.332899363400115	9.859548930252338	8736.18659282089	17.666706962226268	3년	9.332899363400115	안심(>=2)	3년	20.62187794636918	0.14266233137645826	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	11494767.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
12	042000	카페24	직접추가	메인	19930.0		1642.0	49522683230.0	127627894802.0								판정불가	일반	일반	7304.258590773764	7304.258590773764	7.689245681623774	7.689245681623774	N	N	51.05795768169272			110.61591536338544			181631.33302667888			811.346377454485			1년	110.61591536338544	181631.33302667888	811.346377454485		6.640177696976718			2841.1426224507645	14.255607739341519	1년	6.640177696976718	안심(>=2)	1년	51.05795768169272	0.15059837938603685	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	24253054.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
13	033100	제룡전기	직접추가	메인	60400.0	1100.0	3655.0	50601367613.0	134698000000.0								판정불가	일반	일반	11536.212756940755	11536.212756940755	13.36902523749911	13.36902523749911	N	N	-26.547427652733123	67.55425231828578	75.58550187909223		143.60850463657155	159.67100375818447		524889.084446669	583597.5187361642		769.0216629911738	866.2210575102057	3년	143.60850463657155	524889.084446669	769.0216629911738	1.8211920529801324	-1.8495167119886764	5.189267215733351	5.790002827951317	4032.1279877756815	6.675708589032585	3년	5.189267215733351	안심(>=2)	3년	67.55425231828578	0.19790057292781768	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	16062409.0	fs=2025:OFS,2024:OFS,2022:OFS,2020:OFS
