순위	종목코드	종목명	그룹	판정구분	현재가	현금배당금(FY2025 DPS)	EPS(FY2025)	현금및현금성자산	유가증권성자산	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주주대부채판정	업종보정유형	업종보정판정	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	현금보다부채많음(린치형)	현금보다부채많음(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당수익률(%)	배당감안이익성장률(1년)	배당감안이익성장률(3년)	배당감안이익성장률(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	종합판정	종합판정사유	발행주식수	비고
1	010140	삼성중공업	직접추가	메인	23000.0		639.0	772614649370.0	311797002761.0	592438711867.0	1454489650793.0						판정불가	일반	일반	559.0601593909091	-1093.7689892375	35.11884169109404	37.70542877814945	N	Y	752.0			1512.5			966487.5			4102.119565217392			1년	1512.5	966487.5	4102.119565217392		21.41300691562112			1530.2205002727273	6.653132609881424	1년	21.41300691562112	안심(>=2)	1년	752.0	0.04670058735517824	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	880000000.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
2	139130	iM금융지주	직접추가	메인	15830.0	700.0	2511.0		10012037000000.0	9824584000000.0							판정불가	일반	일반	1167.025597818984	1167.025597818984	5.839495978566713	5.839495978566713	N	N	123.9964317573595			256.49286351471903			644053.5802854595			3968.563362510799			1년	256.49286351471903	644053.5802854595	3968.563362510799	4.421983575489577	21.991352644850863					1년	21.991352644850863	안심(>=2)	1년	123.9964317573595	0.04709406469045529	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	160624583.0	fs=2025:CFS,2024:CFS,2022:NA,2020:NA
3	004490	세방전지	직접추가	메인	49250.0	2650.0	10646.0	227178088991.0	123000000000.0	162095437595.0	251228623014.0						판정불가	일반	일반	13434.475099714286	-4510.426544142857	3.3642236427095358	5.049824022557098	N	Y	-17.389617443935744	48.94307252053962	16.711840434713388		106.38614504107925	41.923680869426775		1132586.9001073297	446319.50653591746		2199.668832705238	806.232500580543	3년	106.38614504107925	1132586.9001073297	2199.668832705238	5.380710659898477	-3.569592292135885	16.147494622767077	6.566909171596746	11070.1328675	22.47742714213198	3년	16.147494622767077	안심(>=2)	3년	48.94307252053962	0.06873748355904084	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	14000000.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
4	015760	한국전력	유틸리티	메인	37100.0	1542.0	13311.0	2240811000000.0	4250164000000.0	83995702000000.0							판정불가	일반	일반	-120730.62929345189	-120730.62929345189	11.857157936552618	11.857157936552618	Y	Y	144.73248758963044			297.9649751792609			3966211.7846111413			10590.597802186365			1년	297.9649751792609	3966211.7846111413	10590.597802186365	4.156334231805929	12.55687261805376			7699.067871674695	20.752204505861712	1년	12.55687261805376	안심(>=2)	1년	144.73248758963044	0.0819246468710743	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	641964077.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
5	071970	HD현대마린엔진	직접추가	메인	55400.0		4867.0	94276230277.0	247003276789.0								판정불가	일반	일반	10060.862797055377	10060.862797055377	9.315623012727475	9.315623012727475	N	N	97.52435064935065	113.65854515790357	162.5665198099373	203.5487012987013	235.81709031580715	333.6330396198746	990671.5292207792	1147721.7785670334	1623792.0038299295	1688.2157567162078	1971.6999613123346	2831.0324978879594	3년	235.81709031580715	1147721.7785670334	1971.6999613123346		10.468902672006795	12.200852804221203	17.450955195141614			3년	12.200852804221203	안심(>=2)	3년	113.65854515790357	0.08196148384431161	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	33921495.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
6	009540	HD한국조선해양	직접추가	메인	345500.0	12300.0	30664.0	3742015549000.0		398797408000.0							판정불가	일반	일반	47238.53250999998	47238.53250999998	9.726763223649883	9.726763223649883	N	N	84.96802991916998			178.43605983833996			5471563.338882856			1483.6652210948932			1년	178.43605983833996	5471563.338882856	1483.6652210948932	3.560057887120116	9.101495098702598					1년	9.101495098702598	안심(>=2)	1년	84.96802991916998	0.11447556490250445	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	70773116.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
7	069620	대웅제약	직접추가	메인	107300.0	600.0	17022.0	168941641596.0	50139032546.0	550560567693.0	70828808025.0						판정불가	일반	일반	-28608.962834228405	-34721.96931155238	7.984312233241006	8.343436101019408	Y	Y	691.7209302325581	64.61424206621207	70.08103158930474	1391.9418604651162	137.72848413242414	148.6620631786095	23693634.348837208	2344414.256902124	2530525.6394262905	21981.672272914453	2084.915430477282	2258.36499480549	3년	137.72848413242414	2344414.256902124	2084.915430477282	0.5591798695246971	86.705039817947	8.162684528343084	8.847375878505073	-7954.179962240783	-7.413028855769603	3년	8.162684528343084	안심(>=2)	3년	64.61424206621207	0.12356892192682925	매우 유망	N	주당순현금<=0 / 주당FCF<=0	제외	하드필터 미통과	11586575.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 주당FCF 음수; 1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
8	112610	씨에스윈드	직접추가	메인	38500.0	1000.0	837.0	478878903508.0	28665354936.0	782993106603.0	242475043746.0						판정불가	일반	일반	-6531.6500890188545	-12281.40054778353	53.801254586641406	60.67072944777005	Y	Y	-75.62609202096681	371.20709785870895	-15.050492534791582		750.9141957174179			628515.1818154788			1532.5069657544905		3년	750.9141957174179	628515.1818154788	1532.5069657544905	2.5974025974025974	-1.3573789307451742	6.947877021234472	-0.23146467555574488	10303.466412416965	26.762250421862248	3년	6.947877021234472	안심(>=2)	3년	371.20709785870895	0.14493595326434075	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	42171403.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
9	192820	코스맥스	직접추가	메인	144900.0	3300.0	10847.0	192279928597.0									판정불가	일반	일반	16941.695768248654	16941.695768248654	11.796653842698566	11.796653842698566	N	N	43.4408886537953	80.71243772559032	38.50568621710888	95.3817773075906	169.92487545118064	85.51137243421776	1034606.1384554352	1843175.1240189564	927541.8567939601	614.0138981749035	1172.032521752213	540.1255050337888	3년	169.92487545118064	1843175.1240189564	1172.032521752213	2.2774327122153206	3.8755330092446147	7.035034811093611	3.457176880252916	-9341.661092827891	-6.446971078556171	3년	7.035034811093611	안심(>=2)	3년	80.71243772559032	0.14615657976785865	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	11349509.0	주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
10	011210	현대위아	직접추가	메인	59100.0	1200.0	5351.0	1116473000000.0	572468000000.0	739686000000.0	71245000000.0						판정불가	일반	일반	34905.39080171221	32285.615748994038	4.521511717116014	5.011097785648657	N	N	46.32212195788898	29.51602682110046	18.44874189552963	101.14424391577796	67.53205364220092	45.39748379105926	541222.8491933278	361364.01903941715	242921.9357659581	815.7747025267815	511.44504067583273	311.0354243078818	3년	67.53205364220092	361364.01903941715	511.44504067583273	2.030456852791878	10.693896607111284	6.976977092522906	4.529281361983044	5543.207939464645	9.379370455946946	3년	6.976977092522906	안심(>=2)	3년	29.51602682110046	0.1531883591420126	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	27195083.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
