순위	종목코드	종목명	그룹	판정구분	현재가	현금배당금(FY2025 DPS)	EPS(FY2025)	현금및현금성자산	유가증권성자산	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주주대부채판정	업종보정유형	업종보정판정	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	현금보다부채많음(린치형)	현금보다부채많음(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당수익률(%)	배당감안이익성장률(1년)	배당감안이익성장률(3년)	배당감안이익성장률(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	종합판정	종합판정사유	발행주식수	비고
1	139130	iM금융지주	직접추가	메인	18920.0	700.0	2511.0		10012037000000.0	9824584000000.0							판정불가	일반	일반	1167.025597818984	1167.025597818984	7.070081402700524	7.070081402700524	N	N	123.9964317573595			256.49286351471903			644053.5802854595			3304.0886907265303			1년	256.49286351471903	644053.5802854595	3304.0886907265303	3.699788583509514	18.06149223290322					1년	18.06149223290322	안심(>=2)	1년	123.9964317573595	0.0570184262764553	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	160624583.0	fs=2025:CFS,2024:CFS,2022:NA,2020:NA
2	010140	삼성중공업	직접추가	메인	29500.0		639.0	772614649370.0	311797002761.0	592438711867.0	1454489650793.0						판정불가	일반	일반	559.0601593909091	-1093.7689892375	45.290985666054915	47.87757275311033	N	Y	752.0			1512.5			966487.5			3176.2288135593226			1년	1512.5	966487.5	3176.2288135593226		16.603745512291102			1530.2205002727273	5.18718813651772	1년	16.603745512291102	안심(>=2)	1년	752.0	0.06022737455592409	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	880000000.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
3	015760	한국전력	유틸리티	메인	39700.0	1542.0	13311.0	2240811000000.0	4250164000000.0	83995702000000.0							판정불가	일반	일반	-120730.62929345189	-120730.62929345189	12.052485109567417	12.052485109567417	Y	Y	144.73248758963044			297.9649751792609			3966211.7846111413			9890.457895745947			1년	297.9649751792609	3966211.7846111413	9890.457895745947	3.884130982367758	12.330786325056268			7699.067871674695	19.39311806467178	1년	12.330786325056268	안심(>=2)	1년	144.73248758963044	0.08327422066938159	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	641964077.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
4	004490	세방전지	직접추가	메인	59500.0	2650.0	10646.0	227178088991.0	123000000000.0	162095437595.0	251228623014.0						판정불가	일반	일반	13434.475099714286	-4510.426544142857	4.327026573387725	6.012626953235286	N	Y	-17.389617443935744	48.94307252053962	16.711840434713388		106.38614504107925	41.923680869426775		1132586.9001073297	446319.50653591746		1803.5073951383695	650.1168177074243	3년	106.38614504107925	1132586.9001073297	1803.5073951383695	4.453781512605042	-2.9895439077932333	12.340311095279242	4.891493405076871	11070.1328675	18.605265323529412	3년	12.340311095279242	안심(>=2)	3년	48.94307252053962	0.08840937747771821	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	14000000.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
5	402340	SK스퀘어	직접추가	메인	1185000.0		66713.0	1310718000000.0	317762000000.0	86661000000.0	0.0						판정불가	일반	일반	11672.743401201547	11672.743401201547	17.58768540762368	17.58768540762368	N	N	140.21676508713813			288.93353017427626			19275622.59851649			1526.6348184402102			1년	288.93353017427626	19275622.59851649	1526.6348184402102		7.972439911073164			2638.92507607574	0.22269409924689787	1년	7.972439911073164	안심(>=2)	1년	140.21676508713813	0.12543211503056542	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	132087115.0	fs=2025:CFS,2024:CFS,2022:NA,2020:NA
6	071970	HD현대마린엔진	직접추가	메인	80900.0		4867.0	94276230277.0	247003276789.0								판정불가	일반	일반	10060.862797055377	10060.862797055377	14.554990179359898	14.554990179359898	N	N	97.52435064935065	113.65854515790357	162.5665198099373	203.5487012987013	235.81709031580715	333.6330396198746	990671.5292207792	1147721.7785670334	1623792.0038299295	1124.5630769107283	1318.6919388962094	1907.1594608528176	3년	235.81709031580715	1147721.7785670334	1318.6919388962094		6.700406489291056	7.8089056575991505	11.16912603901782			3년	7.8089056575991505	안심(>=2)	3년	113.65854515790357	0.12805891681209658	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	33921495.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
7	009540	HD한국조선해양	직접추가	메인	421000.0	12300.0	30664.0	3742015549000.0		398797408000.0							판정불가	일반	일반	47238.53250999998	47238.53250999998	12.188933847182364	12.188933847182364	N	N	84.96802991916998			178.43605983833996			5471563.338882856			1199.6587503284693			1년	178.43605983833996	5471563.338882856	1199.6587503284693	2.9216152019002375	7.210609740193733					1년	7.210609740193733	안심(>=2)	1년	84.96802991916998	0.14345317713942157	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	70773116.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
8	069620	대웅제약	직접추가	메인	136200.0	600.0	17022.0	168941641596.0	50139032546.0	550560567693.0	70828808025.0						판정불가	일반	일반	-28608.962834228405	-34721.96931155238	9.682115076620162	10.041238944398566	Y	Y	691.7209302325581	64.61424206621207	70.08103158930474	1391.9418604651162	137.72848413242414	148.6620631786095	23693634.348837208	2344414.256902124	2530525.6394262905	17296.20730457945	1621.3026849501641	1757.9483402542514	3년	137.72848413242414	2344414.256902124	1621.3026849501641	0.4405286343612335	71.48866269295979	6.719066049696514	7.283693662550815	-7954.179962240783	-5.8400733937157	3년	6.719066049696514	안심(>=2)	3년	64.61424206621207	0.14984490674205572	매우 유망	N	주당순현금<=0 / 주당FCF<=0	제외	하드필터 미통과	11586575.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 주당FCF 음수; 1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
9	071320	지역난방공사	유틸리티	메인	73100.0	6157.0	28102.0	13136000000.0	14472000000.0	3000419000000.0							판정불가	일반	일반	-256747.27759763927	-256747.27759763927	11.737501871668893	11.737501871668893	Y	Y	66.77744807121661		65.27173293436219	142.05489614243322		139.04346586872438	3992026.6913946583		3907399.4778428925	5361.0488254372885		5245.279723451289	5년	139.04346586872438	3907399.4778428925	5245.279723451289	8.422708618331054	6.406828089293873		6.27854566997526	29663.925551856057	40.57992551553496	5년	6.27854566997526	안심(>=2)	5년	65.27173293436219	0.17982519145726106	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	11578744.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
10	000660	SK하이닉스	반도체	메인	1941000.0	3000.0	62044.0	14923766000000.0	20018487000000.0								판정불가	일반	일반	47997.4443489617	47997.4443489617	30.5106465677751	30.5106465677751	N	N	115.94041486843936	167.48263503477668	54.92375157287208	240.38082973687872	343.46527006955336	118.34750314574416	14914188.200194903	21309959.216195367	7342752.485174551	668.3765172691861	997.8855855845115	278.2973974845209	3년	343.46527006955336	21309959.216195367	997.8855855845115	0.1545595054095827	3.805064376985926	5.494383547979027	1.805216122048838	34057.28359137954	1.7546256358258394	3년	5.494383547979027	안심(>=2)	3년	167.48263503477668	0.18217199986995525	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	728002365.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
