순위	종목코드	종목명	그룹	판정구분	현재가	현금배당금(FY2025 DPS)	EPS(FY2025)	현금및현금성자산	유가증권성자산	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주주대부채판정	업종보정유형	업종보정판정	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	현금보다부채많음(린치형)	현금보다부채많음(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당수익률(%)	배당감안이익성장률(1년)	배당감안이익성장률(3년)	배당감안이익성장률(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	종합판정	종합판정사유	발행주식수	비고
1	015750	성우하이텍	직접추가	메인	6600.0	200.0	2110.0	393080902555.0	91530269981.0	2365979543.0	1905976554324.0						판정불가	일반	일반	6028.0649124125	-17796.6420166375	0.27105928321682454	11.562389581344787	N	Y	20.84765177548682	63.02385728102815		50.19530355097364	134.54771456205629		105912.09049255439	283895.6777259388		1504.728643826582	4201.449662514225		3년	134.54771456205629	283895.6777259388	4201.449662514225	3.0303030303030303	88.0912637354298	243.68898023866396		791.4473300375	11.991626212689395	3년	243.68898023866396	안심(>=2)	3년	63.02385728102815	0.00430089961025633	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	80000000.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
2	039200	오스코텍	직접추가	메인	36450.0		1368.0	15192017092.0		7091325790.0	6000000000.0						판정불가	일반	일반	211.7375198964007	54.90829730094817	26.489957953292105	26.604599197879423	N	N	5847.826086956522			11704.152173913044			16011280.173913045			43826.69457863661			1년	11704.152173913044	16011280.173913045	43826.69457863661		220.75633707186648					1년	220.75633707186648	안심(>=2)	1년	5847.826086956522	0.004529881285693074	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	38258176.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
3	171090	선익시스템	직접추가	메인	66000.0	1000.0	10959.0	149747229475.0	1000000000.0	41619580773.0	37350000000.0						판정불가	일반	일반	11413.23046060536	7506.941240834078	4.9809991367273145	5.3374449091309355	N	N	-441.2955465587045		108.97178221983204			226.44356443966407			2481595.0226942785			3659.9924586276948	5년	226.44356443966407	2481595.0226942785	3659.9924586276948	1.5151515151515151	-88.29160234155424		22.1816809644294	7500.184985855782	11.363916645236033	5년	22.1816809644294	안심(>=2)	5년	108.97178221983204	0.0457090728926411	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	9561504.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
4	041510	에스엠	직접추가	메인	74400.0	1620.0	15166.0	364611980599.0	229637014667.0	71674775222.0	5166699000.0						판정불가	일반	일반	22825.127575171362	22599.45520310605	3.400690519901664	3.415570671033493	N	N	1807.6729559748428	64.77467023251435		3623.8459119496856	138.0493404650287		54959247.100628935	2093656.2974926254		73769.95578041524	2714.0541632965396		3년	138.0493404650287	2093656.2974926254	2714.0541632965396	2.1774193548387095	532.2008470744395	19.68779258081064				3년	19.68779258081064	안심(>=2)	3년	64.77467023251435	0.052500313898852555	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	22894690.0	단기위험부채 존재; 1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
5	018290	브이티	직접추가	메인	11580.0		1728.0	84220398087.0	525529750.0	0.0	35176445000.0						판정불가	일반	일반	2425.342588933072	1418.6283743001727	5.29783414992299	5.880423394502214	N	N	-37.41398044186889	71.59549321993607	119.38804809293298		151.69098643987215	247.27609618586595		262122.02456809906	427293.0942091764		2163.575341693429	3589.923093343492	3년	151.69098643987215	262122.02456809906	2163.575341693429		-7.0621275379888475	13.514106178838533	22.535255863883243	1286.287521709648	11.107836975040138	3년	13.514106178838533	안심(>=2)	3년	71.59549321993607	0.07399675470700977	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	34941838.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
6	257720	실리콘투	직접추가	메인	34700.0	306.0	2756.0	77322804082.0	702044561.0	13804276303.0	41523500000.0						판정불가	일반	일반	979.3266675259208	346.1172550697164	12.235367682320057	12.465124363182252	N	N	38.49246231155779	145.61530361348161		85.48492462311557	299.73060722696323		235596.45226130652	826057.5535175106		578.9523119922378	2280.569318494267		3년	299.73060722696323	826057.5535175106	2280.569318494267	0.8818443804034583	3.2180730252068024	11.973252606504953		-89.94114448626921	-0.2591963818048104	3년	11.973252606504953	안심(>=2)	3년	145.61530361348161	0.08402528703162529	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	65576252.0	단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:NA
7	241710	코스메카코리아	직접추가	메인	66400.0		4255.0	68851763088.0	12751654971.0	29565810529.0	131690603832.0						판정불가	일반	일반	4872.435161985019	-7458.145721161049	14.46006224160164	17.357966091929743	N	Y	6.189168954329927	157.5728435064407	76.98917138395909	20.87833790865985	323.6456870128814	162.47834276791818	88837.32780134767	1377112.3982398105	691345.3484774919	33.79115632733083	1973.9644551804374	941.1827537311625	3년	323.6456870128814	1377112.3982398105	1973.9644551804374		0.4280181406497456	10.89710686397346	5.324262793451955	-600.7903399812734	-0.90480472888746	3년	10.89710686397346	안심(>=2)	3년	157.5728435064407	0.09176747667824242	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	10680000.0	주당순현금 음수(보수형); 단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
8	053800	안랩	직접추가	메인	53800.0	1400.0	5714.0	67126196416.0	212621651635.0	1087944763.0	210000000.0						판정불가	일반	일반	25044.690874925156	25025.817025398628	5.032430718424019	5.035733807245602	N	N	51.84693064044645	51.8781942609736	21.726884580572147	112.1938612808929	112.2563885219472	51.953769161144294	641075.723359022	641433.0040144064	296863.8369867785	1091.5905638643533	1092.2546543018707	451.7915185627853	3년	112.2563885219472	641433.0040144064	1092.2546543018707	2.6022304832713754	10.81965439173883	10.825866821134568	4.834465971836082	5241.269111345467	9.742135894694176	3년	10.825866821134568	안심(>=2)	3년	51.8781942609736	0.09700473946931042	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	11126506.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
9	033500	동성화인텍	직접추가	메인	18460.0	400.0	1869.0	80845872158.0	216438728.0		7174500000.0						판정불가	일반	일반	2703.023628408002	2463.7898487383613	8.430698968214017	8.558699920418212	N	N	37.933579335793354	85.03864028854527	18.260466581831338	84.36715867158671	178.57728057709053	45.020933163662676	157682.21955719555	333760.93739858223	84144.12408288554	754.1832045351871	1708.0224127767185	355.81865700371367	3년	178.57728057709053	333760.93739858223	1708.0224127767185	2.1668472372697725	4.756477099259792	10.343802791987116	2.422968000176205	2286.215405268258	12.384698836772797	3년	10.343802791987116	안심(>=2)	3년	85.03864028854527	0.09913962569965544	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	29989494.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
10	095660	네오위즈	직접추가	메인	18100.0	303.0	2522.0	71506938430.0									판정불가	일반	일반	3271.6081990167277	3271.6081990167277	5.879616098724533	5.879616098724533	N	N	2037.2881355932204	59.20438360697895	-2.0836107187727326	4083.076271186441	126.9087672139579	4.332778562454535	10297518.355932204	320063.9109136018	10927.267534510336	56792.36660736025	1668.308900075148	-39.628356162926316	3년	126.9087672139579	320063.9109136018	1668.308900075148	1.6740331491712706	346.78491495128475	10.354148252869196	-0.06966059734585595	3260.7172211176594	18.015012271368285	3년	10.354148252869196	안심(>=2)	3년	59.20438360697895	0.09931048582070619	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	21856816.0	1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
