종목코드	종목명	그룹	판정구분	현재가	현금배당금(FY2025 DPS)	EPS(FY2025)	현금및현금성자산	유가증권성자산	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주주대부채판정	업종보정유형	업종보정판정	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	현금보다부채많음(린치형)	현금보다부채많음(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당수익률(%)	배당감안이익성장률(1년)	배당감안이익성장률(3년)	배당감안이익성장률(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	종합판정	종합판정사유	발행주식수	비고	시장구분	시장상승세	시장사유	업종상승세	업종사유	종가	MA30	MA30위	MA30우상향	최근피벗고점개수	윗저항개수(10%)	가장가까운윗저항	윗저항여유(%)	윗저항적음	돌파기준가격	저항돌파	1주최고거래량/지난달평균	최근20일누적/직전20일누적	돌파거래량급증	늦은진입거리(%)	늦은진입아님	기술점수	타이밍종합판정	타이밍사유
214370	케어젠	직접추가	메인	109500.0	437.0	411.0	8858967118.0	20193560836.0								판정불가	일반	일반	540.864338713581	540.864338713581	265.10738603719324	265.10738603719324	N	N	-37.537993920972646	-47.1104514333951	-33.636607256804616										3년				0.3990867579908676	-0.1400900507455925	-0.17619789992893997	-0.12537380038951723	254.4480822302895	0.23237267783588078	3년	-0.17619789992893997	불리(<1)	3년	-47.1104514333951		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	53715000.0	1년 점수 과열 가능; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	106600.0	98706.66666666667	Y	N	11.0	1.0	107500.0	0.8442776735459567	Y	150100.0	N	1.4839733982915755	1.1062375150871637	N		N	4	C. 보류	MA30 우하향/평탄; 저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
086900	메디톡스	직접추가	메인	108100.0	1200.0	2371.0	48894962765.0	50000000.0	21494864245.0	56620000000.0						판정불가	일반	일반	3546.9221251168738	-3769.143810959679	44.096616564691324	47.182262256836644	N	Y	-0.25241901556584123	-25.637787081100825		7.9951619688683175			18956.529028186782			-82.46389544108531			3년				1.1100832562442182	0.019449660937594898	-0.5562264349436784		3512.714172726347	3.2495043225960654	3년	-0.5562264349436784	불리(<1)	3년	-25.637787081100825		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	7739132.0	주당순현금 음수(보수형); 단기위험부채 존재; 1년 점수 과열 가능; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	108100.0	103976.66666666667	Y	N	10.0	0.0	119700.0	10.730804810360773	Y	138600.0	N	1.0260814051699543	0.6805314366987187	N		N	4	C. 보류	MA30 우하향/평탄; 저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
121600	나노신소재	직접추가	메인	86000.0	250.0	136.0	55326376541.0	186859366032.0	162519871152.0							판정불가	일반	일반	6524.005023015364	6524.005023015364	584.38231600724	584.38231600724	N	N	-187.74193548387098	-57.81026287933078	-2.7067161445867516			3.086567710826497			419.7732086724036			-99.51189161782278	3년				0.29069767441860467	-0.32076815583709417	-0.09842797023344485	-0.0041343113985300925	380.8349060300506	0.4428312860814542	3년	-0.09842797023344485	불리(<1)	3년	-57.81026287933078		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	12211191.0	배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	86100.0	70540.0	Y	Y	12.0	0.0			Y	73700.0	Y	3.262516678196349	1.65556610820985	Y	16.82496607869741	N	7	B. 관찰	늦은 진입 또는 돌파 없음
033270	유나이티드	직접추가	메인	20400.0	610.0	2614.0	40293976336.0	116771588792.0	11895521274.0	0.0						판정불가	일반	일반	8887.695963259548	8887.695963259548	4.404094887811955	4.404094887811955	N	N	18.33408782254413	-5.094940151035521	7.819330038538119	45.16817564508826		24.13866007707624	118069.61113626072		63098.45744147729	478.7726036091212		209.30616392881026	3년				2.9901960784313726	4.841921994003595	-0.47790615920399226	2.45442625382213	1591.2953664488323	7.800467482592315	3년	-0.47790615920399226	불리(<1)	3년	-5.094940151035521		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	16333822.0	1년 점수 과열 가능; 배당감안점수<1; fs=2025:OFS,2024:OFS,2022:OFS,2020:OFS	KOSPI	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	20500.0	20333.333333333332	Y	Y	9.0	3.0	20700.0	0.9756097560975618	N	21400.0	N	0.9255523018638804	0.9565947076809895	N		N	4	C. 보류	윗저항 많음; 저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
298380	에이비엘바이오	직접추가	메인	172700.0			111981944913.0	2960414950.0								판정불가	일반	일반	2085.11593322215	2085.11593322215			N	N													판정불가								-760.1785326175441	-0.4401728619673098	판정불가		판정불가	판정불가			판정불가	N	주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	55125165.0	주당FCF 음수; EPS 미추출; fs=2025:CFS,2024:CFS,2022:CFS,2020:OFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	139700.0	165123.33333333334	N	N	15.0	0.0	158400.0	13.38582677165354	Y	245500.0	N	6.820779448989075	0.9308259154330278	Y		N	4	C. 보류	MA30 아래; MA30 우하향/평탄; 저항 미돌파; 늦은 진입 또는 돌파 없음
039200	오스코텍	직접추가	메인	55400.0		1368.0	15192017092.0		7091325790.0	6000000000.0						판정불가	일반	일반	211.7375198964007	54.90829730094817	40.34229713457866	40.45693837916597	N	N	5847.826086956522			11704.152173913044			16011280.173913045			28801.22775074557			1년	11704.152173913044	16011280.173913045	28801.22775074557		144.9552083622964					1년	144.9552083622964	안심(>=2)	1년	5847.826086956522	0.006898682781377763	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	38258176.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	54000.0	52868.333333333336	Y	N	16.0	8.0	54300.0	0.5555555555555536	N	62000.0	N	1.7438236868300345	0.6441579273141504	N		N	3	C. 보류	MA30 우하향/평탄; 윗저항 많음; 저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
046890	서울반도체	직접추가	메인	14540.0	136.0	-912.0	58026419941.0	3744425572.0	52972809407.0	85690044564.0						판정불가	일반	일반	150.89573360271947	-1318.78022375286			N	Y	924.7191011235955			1857.938202247191									1년	1857.938202247191			0.9353507565337001				1489.4162315840385	10.243577933865465	판정불가		판정불가	1년	924.7191011235955		판정불가	N	순현금차감PER<=0	제외	하드필터 미통과	58305400.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	14940.0	10541.0	Y	Y	11.0	0.0			Y	13210.0	Y	10.958156773291131	1.484992925075678	Y	13.096139288417863	N	7	B. 관찰	늦은 진입 또는 돌파 없음
108490	로보티즈	직접추가	메인	348000.0		385.0	31037776879.0	141412477725.0	19661443.0							판정불가	일반	일반	11834.560859275523	11834.560859275523	873.1569847811026	873.1569847811026	N	N	-257.78688524590166												1년					-0.2952354384595892			318.09461082184265	0.09140649736259847	1년	-0.2952354384595892	불리(<1)	1년	-257.78688524590166		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	14570088.0	배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	326000.0	263133.3333333333	Y	Y	14.0	1.0	338500.0	3.834355828220848	Y	338500.0	N	6.829525377500621	1.3598003521880275	Y		N	6	B. 관찰	저항 미돌파; 늦은 진입 또는 돌파 없음
064290	인텍플러스	직접추가	메인	31150.0		-270.0	24023988339.0	4000000000.0	32610168100.0	32500000000.0						판정불가	일반	일반	-356.5137833118599	-2882.9515946175834			Y	Y	-71.81628392484343												1년										판정불가		판정불가	1년	-71.81628392484343		판정불가	N	주당순현금<=0 / 주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	12863962.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	30750.0	22821.0	Y	Y	9.0	1.0	31450.0	2.276422764227637	Y	31450.0	N	3.8827174823771506	2.382699599652051	Y		N	6	B. 관찰	저항 미돌파; 늦은 진입 또는 돌파 없음
025980	아난티	직접추가	메인	7150.0		-444.0	100300596867.0	16021422775.0	495891642685.0	115500000000.0						판정불가	일반	일반	-4008.146597919973	-5227.793545292556			Y	Y	29.824561403508774			68.14912280701755									1년	68.14912280701755							167.32741575418066	2.340243576981548	판정불가		판정불가	1년	29.824561403508774		판정불가	N	주당순현금<=0 / 순현금차감PER<=0	제외	하드필터 미통과	94699536.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	7090.0	7131.333333333333	N	N	16.0	5.0	7110.0	0.28208744710860323	N	8900.0	N	0.9945734788956614	0.6455708646638563	N		N	2	D. 제외/후순위	MA30 아래; MA30 우하향/평탄; 윗저항 많음; 저항 미돌파; 거래량 급증 미확인
237690	에스티팜	직접추가	메인	167500.0	500.0	2706.0	30546031679.0	66183186618.0	0.0	31042096562.0						판정불가	일반	일반	4672.528973826477	3173.032770425826	60.17275352038933	60.726891067839674	N	N	52.02247191011236	41.40733955062637		112.54494382022472	91.31467910125274		304546.6179775281	247097.5216479899		81.81887640449436	47.52090844656114		3년	91.31467910125274	247097.5216479899	47.52090844656114	0.2985074626865672	0.8695127995940911	0.6931018538013397		-1608.3636028354022	-0.9602170763196431	3년	0.6931018538013397	불리(<1)	3년	41.40733955062637	1.4531905254820723	보통	N	주당FCF<=0	제외	하드필터 미통과	20701684.0	단기위험부채 존재; 주당FCF 음수; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	169700.0	147473.33333333334	Y	N	9.0	0.0			Y	162100.0	Y	3.4869574081198476	0.7685839188873594	Y	4.688463911165952	Y	7	A. 매수검토	MA30 우하향/평탄
078600	대주전자재료	직접추가	메인	170300.0	100.0	1377.0	87095348554.0	15651970912.0	158800187034.0	175574260916.0						판정불가	일반	일반	-3620.8475714076326	-14962.419623330967	126.30417398068818	134.54060974824324	Y	Y	-39.28571428571429	173.91745789192484	31.893371216078826		356.3349157838497	72.28674243215765		490673.17903436103	99538.84432908108		188.12282973244922	-41.55088412854898	3년	356.3349157838497	490673.17903436103	188.12282973244922	0.05871990604815032	-0.3105755981244446	1.3774380712435823	0.2529773174955598	-829.2141970272069	-0.4869137974323	3년	1.3774380712435823	보통(1~1.5)	3년	173.91745789192484	0.7262305665666736	헐값	N	주당순현금<=0 / 주당FCF<=0	제외	하드필터 미통과	15480593.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	164700.0	130900.0	Y	Y	12.0	0.0			Y	136000.0	Y	5.33349242090789	0.8368654205818122	Y	21.10294117647058	N	7	B. 관찰	늦은 진입 또는 돌파 없음
235980	메드팩토	직접추가	메인	5400.0		-374.0	11997347141.0	28701181477.0								판정불가	일반	일반	1187.4072922455912	1187.4072922455912			N	N	-37.45819397993311												1년								-397.74905381078014	-7.365723218718151	판정불가		판정불가	1년	-37.45819397993311		판정불가	N	주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	34275121.0	주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:OFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	5540.0	5477.666666666667	Y	Y	11.0	2.0	5820.0	5.054151624548742	N	8050.0	N	1.1310056278576355	0.2543732886352683	N		N	4	C. 보류	윗저항 많음; 저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
042000	카페24	직접추가	메인	26750.0		1642.0	49522683230.0	127627894802.0								판정불가	일반	일반	7304.258590773764	7304.258590773764	11.842717057994054	11.842717057994054	N	N	51.05795768169272			110.61591536338544			181631.33302667888			578.9956374829117			1년	110.61591536338544	181631.33302667888	578.9956374829117		4.3113381356373495			2841.1426224507645	10.621093915703792	1년	4.3113381356373495	안심(>=2)	1년	51.05795768169272	0.23194654850521695	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	24253054.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	26600.0	27230.0	N	N	12.0	2.0	27000.0	1.5037593984962516	N	40100.0	N	1.2955976615195672	0.5975776080799641	N		N	2	D. 제외/후순위	MA30 아래; MA30 우하향/평탄; 윗저항 많음; 저항 미돌파; 거래량 급증 미확인
056190	에스에프에이	직접추가	메인	32400.0	950.0	1916.0	295924271530.0	28249450000.0								판정불가	일반	일반	9027.7058169093	9027.7058169093	12.198483394097442	12.198483394097442	N	N	-177.38287560581583	-4.690096402984533	-9.613618111787957										3년				2.9320987654320985	-14.301021791347958	-0.14411608236504944	-0.5477336100313002	1582.4180900148042	4.884006450662977	3년	-0.14411608236504944	불리(<1)	3년	-4.690096402984533		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	35908760.0	배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	32100.0	28891.666666666668	Y	Y	11.0	1.0	32500.0	1.2461059190031154	Y	35650.0	N	1.6733317757726551	0.8059063692911547	N		N	5	B. 관찰	저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
145020	휴젤	직접추가	메인	268000.0		13061.0	209698099582.0	329970257844.0	26913106215.0							판정불가	일반	일반	41673.754549504214	41673.754549504214	17.328400999195757	17.328400999195757	N	N	4.321086261980822	39.501975429687434	31.2527994792986	17.142172523961644	87.50395085937487	71.0055989585972	223893.91533546304	1142889.102174295	927404.1279982381	-16.4574942778123	326.45115752772205	246.046316417253	3년	87.50395085937487	1142889.102174295	326.45115752772205		0.24936439676005717	2.27960880126913	1.8035593405732646	9796.458970973175	3.655395138422827	3년	2.27960880126913	안심(>=2)	3년	39.501975429687434	0.43867175782233714	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	12304033.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	266500.0	256650.0	Y	Y	15.0	4.0	269500.0	1.1257035647279645	N	296500.0	N	1.0591184030486323	0.6321130745557431	N		N	4	C. 보류	윗저항 많음; 저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
131970	두산테스나	직접추가	메인	122500.0	160.0	78.0	109546970000.0	5000000.0	173189735000.0	164500000000.0						판정불가	일반	일반	-3292.6466264864125	-11803.950724878538	1612.726238801108	1721.8455221138272	Y	Y	-95.92050209205021	-70.63378581277699	-48.99682259345528										3년				0.1306122448979592	-0.059396249371103396	-0.04371676473763502	-0.03030037533517418	6334.127307792246	5.170716169626323	3년	-0.04371676473763502	불리(<1)	3년	-70.63378581277699		판정불가	N	주당순현금<=0	제외	하드필터 미통과	19327238.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 1년 점수 과열 가능; 배당감안점수<1; fs=2025:OFS,2024:CFS,2022:OFS,2020:OFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	129200.0	102956.66666666667	Y	Y	7.0	0.0			Y	108300.0	Y	1.980006541474269	0.8163770759748924	N	19.298245614035082	N	6	B. 관찰	거래량 급증 미확인; 늦은 진입 또는 돌파 없음
095610	테스	직접추가	메인	88500.0	850.0	3244.0	12143208427.0	19422130000.0	45890019125.0	6000000000.0						판정불가	일반	일반	-739.9111930785124	-1049.8285484504133	27.50922046642371	27.604756026032803	Y	Y	33.388157894736835	7.932866974470154	15.47414404638392	75.27631578947367	24.36573394894031	39.44828809276784	244196.36842105258	79042.44093036237	127970.24657293886	175.9280999107939	-10.686507423319359	44.59914866998742	3년	24.36573394894031	79042.44093036237	-10.686507423319359	0.96045197740113	1.2486217090034248	0.3232850222973783	0.5974213643692392	2545.6724063016527	2.8764659958210768	3년	0.3232850222973783	불리(<1)	3년	7.932866974470154	3.4677526491941566	매우 불리	N	주당순현금<=0	제외	하드필터 미통과	19360000.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 1년 점수 과열 가능; 배당감안점수<1; PER>연성장률의 2배; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	87200.0	74006.66666666667	Y	Y	11.0	0.0			Y	77100.0	Y	1.1668721814262597	1.2916176577194505	N	13.099870298313876	N	6	B. 관찰	거래량 급증 미확인; 늦은 진입 또는 돌파 없음
122870	와이지엔터테인먼트	직접추가	메인	54200.0	300.0	1990.0	168219905571.0	18417244062.0	7408282828.0							판정불가	일반	일반	9589.02129061884	9589.02129061884	22.417577240895056	22.417577240895056	N	N	99.1991991991992	2.8708421054929767	22.411692325937338	206.8983983983984	14.241684210985953	53.323384651874676	411727.8128128128	28340.95157986205	106113.53545723061	659.6454110937506	-47.71042143936891	95.7814307328978	3년	14.241684210985953	28340.95157986205	-47.71042143936891	0.5535055350553505	4.44975403284355	0.1527527976708158	1.0244281803610178	4456.78787193806	8.222855852284242	3년	0.1527527976708158	불리(<1)	3년	2.8708421054929767	7.808711317840151	매우 불리	Y	통과	제외	배당감안점수<1	18691049.0	1년 점수 과열 가능; 배당감안점수<1; PER>연성장률의 2배; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	54600.0	54073.333333333336	Y	N	12.0	1.0	55900.0	2.3809523809523725	Y	76500.0	N	0.7222250357336953	0.4307662172321361	N		N	4	C. 보류	MA30 우하향/평탄; 저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
053800	안랩	직접추가	메인	64800.0	1400.0	5714.0	67126196416.0	212621651635.0	1087944763.0	210000000.0						판정불가	일반	일반	25044.690874925156	25025.817025398628	6.957526973236759	6.960830062058342	N	N	51.84693064044645	51.8781942609736	21.726884580572147	112.1938612808929	112.2563885219472	51.953769161144294	641075.723359022	641433.0040144064	296863.8369867785	889.3143878997254	889.8657469358122	358.12320522651	3년	112.2563885219472	641433.0040144064	889.8657469358122	2.1604938271604937	7.762445575181403	7.766939071311193	3.433314523913348	5241.269111345467	8.088378258249177	3년	7.766939071311193	안심(>=2)	3년	51.8781942609736	0.1341127437519678	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	11126506.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	64100.0	62510.0	Y	Y	11.0	5.0	64200.0	0.15600624024960652	N	69000.0	N	0.871510168808196	1.241774859532988	N		N	4	C. 보류	윗저항 많음; 저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
048410	현대바이오	직접추가	메인	15390.0		-235.36	22337858879.0	19621590869.0		0.0						판정불가	일반	일반	436.89119463195703	436.89119463195703			N	N	35.26436781609197			79.02873563218394									1년	79.02873563218394							-379.6927400975584	-2.4671393118749734	판정불가		판정불가	1년	35.26436781609197		판정불가	N	주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	96040960.0	주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	14620.0	14086.666666666666	Y	N	11.0	1.0	14910.0	1.9835841313269542	Y	20000.0	N	1.8336191804559956	0.5896010666562045	N		N	4	C. 보류	MA30 우하향/평탄; 저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
319660	피에스케이	직접추가	메인	92000.0	680.0	2712.0	119421667338.0	115144176211.0								판정불가	일반	일반	8097.771930533784	8097.771930533784	30.937399730629135	30.937399730629135	N	N		-19.083916873719463	11.552165792511992			31.604331585023985			85710.94725858505			-6.835926892842337	3년				0.7391304347826086		-0.592964715802371	0.3972957111558984	1491.2849040799035	1.6209618522607647	3년	-0.592964715802371	불리(<1)	3년	-19.083916873719463		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	28966714.0	배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	94100.0	83623.33333333333	Y	Y	12.0	0.0			Y	89200.0	Y	1.0273297463249165	0.7049857941282923	N	5.493273542600896	N	6	B. 관찰	거래량 급증 미확인; 늦은 진입 또는 돌파 없음
044480	빌리언스	직접추가	메인	445.0		-137.0	13283981624.0		11733505988.0	2499000000.0						판정불가	일반	일반	19.221472580587893	-11.758994873135544			N	Y	168.62745098039213			345.75490196078425									1년	345.75490196078425							4.455553194863495	1.0012479089580888	판정불가		판정불가	1년	168.62745098039213		판정불가	N	순현금차감PER<=0	제외	하드필터 미통과	80663728.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	445.0	372.2	Y	Y	17.0	0.0			Y	445.0	N	0.0	0.25857609862099257	N		N	5	B. 관찰	저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
060250	NHN KCP	직접추가	메인	20450.0	250.0	1195.0	374983454305.0	42744455032.0	1106182931.0							판정불가	일반	일반	10373.889142423655	10373.889142423655	8.43189193102623	8.43189193102623	N	N	2.224123182207016	9.78930899024495	-2.781281006491565	12.948246364414032	28.0786179804899	2.93743798701687	15473.154405474768	33553.948486685425	3510.23839448516	-24.336653273962018	64.07798770995319	-82.83502007586718	3년	28.0786179804899	33553.948486685425	64.07798770995319	1.2224938875305624	0.4087596351959052	1.3059705897387237	-0.18486801440436457	4859.738255028043	23.764001247080895	3년	1.3059705897387237	보통(1~1.5)	3년	9.78930899024495	0.8613367847953941	헐값	Y	통과	보류	중간구간(보류)	40160611.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	20500.0	18157.0	Y	Y	10.0	1.0	21000.0	2.4390243902439046	Y	23800.0	N	0.6004247008640953	1.2658745171268242	N		N	5	B. 관찰	저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
032500	케이엠더블유	직접추가	메인	29950.0		-673.0	41508194512.0	3635876634.0	15614128878.0	55329519995.0						판정불가	일반	일반	721.4723583560454	-630.3324950099693			N	Y	-30.54695562435501												1년								-606.4922358257096	-2.025015812439765	판정불가		판정불가	1년	-30.54695562435501		판정불가	N	주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	40930109.0	주당순현금 음수(보수형); 단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	28700.0	29076.666666666668	N	Y	10.0	0.0	33200.0	15.679442508710807	Y	34100.0	N	0.5901271487672431	0.6596400728276021	N		N	4	C. 보류	MA30 아래; 저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
031980	피에스케이홀딩스	직접추가	메인	117300.0	1080.0	4252.0	182779167734.0		10979267182.0							판정불가	일반	일반	7967.570418406675	7967.570418406675	25.713177229913764	25.713177229913764	N	N		28.972326855053065	6.696365809169258		66.44465371010614	21.892731618338516		282522.6675753713	93087.89484117537		140.85478906681269	-20.641180868563204	3년	66.44465371010614	282522.6675753713	140.85478906681269	0.9207161125319693		1.1625573417200488	0.2962326224251974	3674.3812093229903	3.1324647990818333	3년	1.1625573417200488	보통(1~1.5)	3년	28.972326855053065	0.8875081852608994	헐값	Y	통과	보류	중간구간(보류)	21562395.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	134400.0	107400.0	Y	Y	10.0	0.0			Y	123400.0	Y	2.5927830918670987	0.7775431919936123	Y	8.914100486223653	N	7	B. 관찰	늦은 진입 또는 돌파 없음
041190	우리기술투자	직접추가	메인	6800.0		1420.0	8196474528.0	918336858104.0								판정불가	일반	일반	11030.158721809525	11030.158721809525	-2.97898501535882	-2.97898501535882	N	N	-25.14496573537164												1년					8.44078288602701					1년	8.44078288602701	안심(>=2)	1년	-25.14496573537164		판정불가	N	주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	84000000.0	fs=2025:CFS,2024:CFS,2022:NA,2020:NA	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향	6720.0	6564.333333333333	Y	N	10.0	2.0	6930.0	3.125	N	8980.0	N	1.5073706310513753	0.9115794133013534	N		N	3	C. 보류	MA30 우하향/평탄; 윗저항 많음; 저항 미돌파; 거래량 급증 미확인; 늦은 진입 또는 돌파 없음
226950	올릭스	직접추가	메인	196500.0		-800.0	6358594526.0	126605341764.0	18752923680.0	644000000.0						판정불가	일반	일반	5656.843707811481	5624.94654426675			N	N	-66.85998342999171												1년								-792.9445396488925	-0.40353411686966534	판정불가		판정불가	1년	-66.85998342999171		판정불가	N	주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	20189883.0	단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS	KOSDAQ	Y	지수>MA30 & MA30우상향	Y	그룹바스켓>MA30 & MA30우상향																	2	D. 제외/후순위	MA30 아래; MA30 우하향/평탄; 윗저항 많음; 저항 미돌파; 거래량 급증 미확인
