순위	종목코드	종목명	그룹	판정구분	현재가	현금배당금(FY2025 DPS)	EPS(FY2025)	현금및현금성자산	유가증권성자산	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주주대부채판정	업종보정유형	업종보정판정	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	현금보다부채많음(린치형)	현금보다부채많음(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당수익률(%)	배당감안이익성장률(1년)	배당감안이익성장률(3년)	배당감안이익성장률(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	종합판정	종합판정사유	발행주식수	비고
1	039200	오스코텍	직접추가	메인	38250.0		1368.0	15192017092.0		7091325790.0	6000000000.0						판정불가	일반	일반	211.7375198964007	54.90829730094817	27.805747426976314	27.920388671563632	N	N	5847.826086956522			11704.152173913044			16011280.173913045			41759.55601023018			1년	11704.152173913044	16011280.173913045	41759.55601023018		210.30997646490647					1년	210.30997646490647	안심(>=2)	1년	5847.826086956522	0.004754886177103756	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	38258176.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
2	171090	선익시스템	직접추가	메인	64000.0	1000.0	10959.0	149747229475.0	1000000000.0	41619580773.0	37350000000.0						판정불가	일반	일반	11413.23046060536	7506.941240834078	4.798500733588342	5.154946505991963	N	N	-441.2955465587045		108.97178221983204			226.44356443966407			2481595.0226942785			3777.4922229598105	5년	226.44356443966407	2481595.0226942785	3777.4922229598105	1.5625	-91.63967475938469		23.035170432739307	7500.184985855782	11.71903904039966	5년	23.035170432739307	안심(>=2)	5년	108.97178221983204	0.04403434206396829	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	9561504.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
3	041510	에스엠	직접추가	메인	71900.0	1620.0	15166.0	364611980599.0	229637014667.0	71674775222.0	5166699000.0						판정불가	일반	일반	22825.127575171362	22599.45520310605	3.2358481092462505	3.2507282603780796	N	N	1807.6729559748428	64.77467023251435		3623.8459119496856	138.0493404650287		54959247.100628935	2093656.2974926254		76338.45215664664	2811.9002746768087		3년	138.0493404650287	2093656.2974926254	2811.9002746768087	2.253129346314325	559.3359219023282	20.714136546551916				3년	20.714136546551916	안심(>=2)	3년	64.77467023251435	0.04995545477315269	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	22894690.0	단기위험부채 존재; 1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
4	018290	브이티	직접추가	메인	12530.0		1728.0	84220398087.0	525529750.0	0.0	35176445000.0						판정불가	일반	일반	2425.342588933072	1418.6283743001727	5.847602668441509	6.4301919130207335	N	N	-37.41398044186889	71.59549321993607	119.38804809293298		151.69098643987215	247.27609618586595		262122.02456809906	427293.0942091764		1991.9555033367842	3310.160368788319	3년	151.69098643987215	262122.02456809906	1991.9555033367842		-6.398174185771138	12.24356326504953	20.416580069170813	1286.287521709648	10.26566258347684	3년	12.24356326504953	안심(>=2)	3년	71.59549321993607	0.08167556930543247	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	34941838.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
5	067160	SOOP	직접추가	메인	38250.0	3380.0	9556.0	134011835737.0	116354281889.0	5107094014.0	341000000.0						판정불가	일반	일반	21336.580690326304	21306.915017242194	1.7699266753530447	1.7730310781454381	N	N	0.7060807250500512	20.62187794636918	22.171262636843704	9.912161450100102	49.74375589273836	52.84252527368741	94720.61481715657	475351.3313110078	504963.17151535687	147.6355942932198	1142.74857859087	1220.1651542885147	3년	49.74375589273836	475351.3313110078	1142.74857859087	8.836601307189543	5.391569133979027	16.643898113848522	17.519292960454507	8736.18659282089	22.83970351064285	3년	16.643898113848522	안심(>=2)	3년	20.62187794636918	0.08582761860758027	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	11494767.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
6	033500	동성화인텍	직접추가	메인	17080.0	400.0	1869.0	80845872158.0	216438728.0		7174500000.0						판정불가	일반	일반	2703.023628408002	2463.7898487383613	7.692336207379346	7.820337159583541	N	N	37.933579335793354	85.03864028854527	18.260466581831338	84.36715867158671	178.57728057709053	45.020933163662676	157682.21955719555	333760.93739858223	84144.12408288554	823.1980067751497	1854.1038489378352	392.6470965040137	3년	178.57728057709053	333760.93739858223	1854.1038489378352	2.3419203747072603	5.235795553483982	11.359430777275096	2.678300375999491	2286.215405268258	13.385336096418374	3년	11.359430777275096	안심(>=2)	3년	85.03864028854527	0.09045695205471796	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	29989494.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
7	095660	네오위즈	직접추가	메인	18250.0	303.0	2522.0	71506938430.0									판정불가	일반	일반	3271.6081990167277	3271.6081990167277	5.939092704592891	5.939092704592891	N	N	2037.2881355932204	59.20438360697895	-2.0836107187727326	4083.076271186441	126.9087672139579	4.332778562454535	10297518.355932204	320063.9109136018	10927.267534510336	56324.75811469701	1653.774854321106	-40.124561454737886	3년	126.9087672139579	320063.9109136018	1653.774854321106	1.6602739726027396	343.3097462831383	10.24814068527893	-0.07127969998559092	3260.7172211176594	17.86694367735704	3년	10.24814068527893	안심(>=2)	3년	59.20438360697895	0.10031508382924532	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	21856816.0	1년 점수 과열 가능; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
8	053800	안랩	직접추가	메인	56900.0	1400.0	5714.0	67126196416.0	212621651635.0	1087944763.0	210000000.0						판정불가	일반	일반	25044.690874925156	25025.817025398628	5.574957844780337	5.57826093360192	N	N	51.84693064044645	51.8781942609736	21.726884580572147	112.1938612808929	112.2563885219472	51.953769161144294	641075.723359022	641433.0040144064	296863.8369867785	1026.6708670633075	1027.2987768267249	421.7290632456564	3년	112.2563885219472	641433.0040144064	1027.2987768267249	2.460456942003515	9.741309099457375	9.746916966170918	4.338569401959072	5241.269111345467	9.211369264227534	3년	9.746916966170918	안심(>=2)	3년	51.8781942609736	0.10746244976715022	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	11126506.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
9	042000	카페24	직접추가	메인	16660.0		1642.0	49522683230.0	127627894802.0								판정불가	일반	일반	7304.258590773764	7304.258590773764	5.697771869199901	5.697771869199901	N	N	51.05795768169272			110.61591536338544			181631.33302667888			990.2240877951915			1년	110.61591536338544	181631.33302667888	990.2240877951915		8.961039306907603			2841.1426224507645	17.053677205586823	1년	8.961039306907603	안심(>=2)	1년	51.05795768169272	0.11159419859135665	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	24253054.0	fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
10	257720	실리콘투	직접추가	메인	49450.0	306.0	2756.0	77322804082.0	702044561.0	13804276303.0	41523500000.0						판정불가	일반	일반	979.3266675259208	346.1172550697164	17.58732704371338	17.817083724575575	N	N	38.49246231155779	145.61530361348161		85.48492462311557	299.73060722696323		235596.45226130652	826057.5535175106		376.4336749470304	1570.4905025632168		3년	299.73060722696323	826057.5535175106	1570.4905025632168	0.6188068756319515	2.2238324840368584	8.31474334477593		-89.94114448626921	-0.18188300199447768	3년	8.31474334477593	안심(>=2)	3년	145.61530361348161	0.12077938655676489	매우 유망	N	주당FCF<=0	제외	하드필터 미통과	65576252.0	단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:NA
