티커	종목코드	유니버스	현재가	3M수익률(보조,%)	6M수익률(보조,%)	12M수익률(보조,%)	52주고점대비(보조,%)	40일이평(보조)	200일이평(보조)	40일선상회(보조)	200일선상회(보조)	추세판정(보조)	종목명	시장	통화	섹터	산업	업종	사업설명	시가총액	배당수익률(%)	EPS(FY)	EPS Growth 1Y(%)	EPS Growth 3Y CAGR(%)	EPS Growth 5Y CAGR(%)	현금및단기투자	장기부채	단기위험부채	총부채	주주지분	주당순현금(린치식)	주당잉여현금흐름	잉여현금흐름수익률(%)	순현금차감PER(린치식)	사용연성장률(%)	린치PER배수	배당감안점수	린치PER판정	배당감안점수판정	그레이엄적정PER(3년)	그레이엄내재가치(3년)	그레이엄괴리율(3년,%)	종합판정	데이터상태
RELIANCE.NS	RELIANCE.NS	India Nifty 50	1267.699951171875	-11.39922365741004	-8.541954151901054		-20.385611235466826	1299.329995727539	1411.164501953125	N	N	주의	RELIANCE INDUSTRIES LTD	NSI	INR	Energy	Oil & Gas Refining & Marketing	Oil & Gas Refining & Marketing	Reliance Industries Limited engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, advanced materials and composites, renewable, financial services, retail, and digital services worldwide. It operates through the Oil to Chemicals, Oil and Gas, Retail, Digital Services, and Others segments. The company is involved in refining and marketing products, including liquefied petroleum gas, propylene, naphtha, gasoline, jet/aviation turbine fuel, kerosine oi	17155114401792.0	47.0	55.17	15.976050999310809	6.58907750634663		4170970000000.0	2707510000000.0	1036700000000.0	3980000000000.0	9040300000000.0	108.1443162370115	51.134040224211695	4.033607493393279	21.017865414806298	6.58907750634663	3.1898039436570285	2.5496917240984485	매우 불리	안심(>=2)	21.67815501269326	1195.9838120502873	-5.657185602578318	보류	충분
TCS.NS	TCS.NS	India Nifty 50	2398.0	-3.0680264093079557	-24.173913043478258		-27.877528032960342	2158.722506713867	2692.836994018555	Y	N	주의	TATA CONSULTANCY SERV LT	NSI	INR	Technology	Information Technology Services	Information Technology Services	Tata Consultancy Services Limited provides information technology (IT) and IT enabled services. It offers TCS ADD, a suite of AI powered life sciences platforms; TCS BaNCS, a financial services platform; TCS BFSI Platforms, a cloud-native, subscription-based as-a-service digital ecosystem for insurers and financial firms; TCS Chroma, a cloud-based AI-led hire-to-retire modular platform; TCS Customer Intelligence & Insights, an AI-powered, real-time customer data analytics solution; TCS ERP on Cl	8676173676544.0	2.83	137.74	1.3531604638230332	5.300128040832486		763410000000.0	0.0	18300000000.0	112830000000.0	1072400000000.0	210.99821278563113	132.52305192027143	5.5263991626468485	15.877753646104027	5.300128040832486	2.9957302019462393	0.5120452314630414	매우 불리	불리(<1)	19.100256081664973	2630.869272688534	9.71097884439256	보류	충분
HDFCBANK.NS	HDFCBANK.NS	India Nifty 50	735.4000244140625	-4.703898823216579	-19.724916055837603		-27.396583405210883	782.5150009155274	875.6589999389648	N	N	주의	HDFC BANK LTD	NSI	INR	Financial Services	Banks - Regional	Banks - Regional	HDFC Bank Limited provides banking and financial products and services to individuals and businesses in India, Bahrain, Hong Kong, Singapore, and Dubai. The company operates through Treasury, Retail Banking, Wholesale Banking, Other Banking Business, Insurance Business, and Other segments. It offers savings, salary, current, rural, public provident fund, pension, and demat accounts; fixed and recurring deposits; and safe deposit lockers, as well as offshore accounts and deposits, and overdrafts 	11328853901312.0	1.76	44.82	8.166893276325982	20.388517319859577		9196249400000.0	5866163200000.0	1306013100000.0	7326106100000.0	7676891400000.0	216.1688638391006	73.30207429503643	9.967646432081725	11.584809472890717	20.388517319859577	0.5682026452019859	1.9118585740826117	헐값	양호(>=1.5)	49.277034639719155	2208.5966925522125	200.32589328670946	양호	충분
ICICIBANK.NS	ICICIBANK.NS	India Nifty 50	1430.800048828125	13.249962100618063	6.505882300559196		-3.8699257350934824	1373.022494506836	1347.540502319336	Y	Y	상승전환/양호	ICICI BANK LTD.	NSI	INR	Financial Services	Banks - Regional	Banks - Regional	ICICI Bank Limited, together with its subsidiaries, engages in the provision of various banking and financial services to corporate and retail customers in India and internationally. The company operates through Retail Banking, Wholesale Banking, Treasury, Other Banking, Life Insurance, General Insurance, and Others segments. The company offers asset management, securities brokerage, private equity, foreign exchange, agricultural and rural banking, equities underwriting, depositary share account	10263525851136.0	83.0	77.34	6.228801510304027	16.780797644876188		2902489464000.0	1830990495000.0	245182915000.0	2076173410000.0	3630604157000.0	149.37370672087172	88.6560275669802	6.196255559230137	16.568739877259546	16.780797644876188	0.9873630698549427	6.022232130146752	헐값	안심(>=2)	42.061595289752375	3253.0437797094487	127.3583777393497	양호	충분
INFY.NS	INFY.NS	India Nifty 50	1105.699951171875	-6.439337833139458	-33.822125996022265		-34.56622563488047	1089.0900009155273	1355.6475021362305	Y	N	주의	INFOSYS LIMITED	NSI	INR	Technology	Information Technology Services	Information Technology Services	Infosys Limited provides consulting, technology, outsourcing, and digital services worldwide. The company offers insight services, such as applied and generative AI, sustainability services, and Infosys Topaz, an AI-first set of services, solutions, and platforms; blockchain, Internet of Things, and engineering services; cybersecurity and quality engineering services; and enterprise agile DevOps, API economy and microservices, application modernization, and digital process automation. It also pr	4478221156352.0	4.63	77.27	4.9081697276757374	3.582523363792678		5163000000.0	0.0	333000000.0	967000000.0	9786000000.0	1.2747759174670794	0.9217002711417019	0.08335898632941413	14.293065552664787	3.582523363792678	3.9896642955967425	0.5745809626026336	매우 불리	불리(<1)	15.665046727585356	1210.4381606405204	9.472570687702287	보류	충분
BHARTIARTL.NS	BHARTIARTL.NS	India Nifty 50	1901.800048828125	0.7949967994391516	-4.17694887808111		-12.063619930373582	1879.695001220703	1950.9525048828125	Y	N	상승전환/양호	BHARTI AIRTEL LIMITED	NSI	INR	Communication Services	Telecom Services	Telecom Services	Bharti Airtel Limited operates as a telecommunications company in India and internationally. It operates through the Mobile Services India, Mobile Services Africa, Mobile Services South Asia, Airtel Business, Passive Tower Infrastructure Services, Homes Services, Digital TV Services, and Others segments. The company provides voice and data telecom services through wireless technology including 2G/3G/4G/5G services; passive infrastructure service, including the setup, operation, and maintenance o	11864680431616.0	1.26	44.39	-20.44605898778463	47.33977446458364		866742000000.0	1000849000000.0	215865000000.0	1954117000000.0	1490566000000.0	-21.499956768424898	121.06585303901463	6.365856027483778	43.327326100395354	47.33977446458364	0.9152414980939522	1.1216887548511834	헐값	보통(1~1.5)	60.0	2663.4	40.046268357242255	보류	충분
SBIN.NS	SBIN.NS	India Nifty 50	1013.2000122070312	-5.171036687703124	-1.583291674887688		-17.478418967804977	1024.1387466430665	1023.4642474365235	N	N	주의	STATE BANK OF INDIA	NSI	INR	Financial Services	Banks - Regional	Banks - Regional	State Bank of India provides banking products and services in India and internationally. The company operates through the Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Business segments. It offers personal banking products and services, including current, savings, salary, and deposit accounts; home, personal, pension, auto, education, and gold loans, as well as loans against insurance property, and securities; debit, business debit, prepaid, and green remit cards; over	9352462204928.0	1.7	91.14	7.397300658448813	14.39206891326348		6671134748000.0	0.0	0.0	7268922204000.0	5961308694000.0	722.7181373127248	32.21283031494877	3.1793160212049614	3.1872051228253944	14.39206891326348	0.2214556601996341	5.048959289761111	매우 유망	안심(>=2)	37.28413782652696	3398.076321509667	235.3806040830687	매우 유망	충분
ITC.NS	ITC.NS	India Nifty 50	284.6499938964844	-9.60622438434976	-11.98206577963119		-32.48339900958299	284.8762496948242	333.6832504272461	N	N	주의	ITC LTD	NSI	INR	Consumer Defensive	Tobacco	Tobacco	ITC Limited engages in the fast-moving consumer goods, paperboards, paper and packaging, and agri businesses in India and internationally. The company offers cigarettes and cigars; foods, including staples, spices, biscuits, confectionery and gums, snacks, noodles and pasta, beverages, dairy products, ready-to-eat meals, chocolates, coffee, and frozen foods; personal care products; education and stationery, such as balls, gels and roller pens, mechanical pencils, geometry boxes, erasers, sharpen	3566513160192.0	5.6	16.52	-40.45618236934057	2.5366068168754863		463380800000.0	600000000.0	21265200000.0	23993600000.0	725073000000.0	36.935390350805385	12.994502001064214	4.565080723588488	14.994830723104055	2.5366068168754863	5.911373660019657	0.5426274538957342	매우 불리	불리(<1)	13.573213633750973	224.22948922956607	-21.22624484892516	보류	충분
LT.NS	LT.NS	India Nifty 50	3832.0	-4.534130543099158	2.3558937448991957		-13.26588544173477	3988.147497558594	3967.8364990234377	N	N	중립	LARSEN & TOUBRO LTD.	NSI	INR	Industrials	Engineering & Construction	Engineering & Construction	Larsen & Toubro Limited engages in engineering, procurement, and construction projects (EPC) in India and internationally. The company operates through four segments: Infrastructure Projects, Energy Projects, Hi-Tech Manufacturing, and Others. The Infrastructure Projects segment is involved in the engineering and construction of building and factories, transportation infrastructure, heavy civil infrastructure, power transmission & distribution, renewables, water and effluent treatment, and miner	5271793958912.0	1.0	116.84	6.96197607119986	15.382271021915606		1378585600000.0	637385900000.0	579444300000.0	1254970400000.0	1092898000000.0	538.7686122042837	86.73058760988204	2.2633243113226	28.185821531972923	15.382271021915606	1.8323576207840633	0.58122382572146	보통	불리(<1)	39.26454204383121	4587.669092401239	19.71996587685907	보류	충분
HINDUNILVR.NS	HINDUNILVR.NS	India Nifty 50	2022.699951171875	-10.13816522601746	-16.05312508105935		-24.87930335691081	2151.7975219726563	2287.8830041503907	N	N	주의	HINDUSTAN UNILEVER LTD.	NSI	INR	Consumer Defensive	Household & Personal Products	Household & Personal Products	Hindustan Unilever Limited, a fast-moving consumer goods company, manufactures and sells food, home care, and personal care products in India and internationally. It operates through Home Care, Beauty & Wellbeing, Personal Care, Foods, and Others segments. The company offers detergent bars, detergent powders, detergent liquids, and scourers; skin care and hair care products; skin cleansing, oral care, bodywash, and deodorants; and culinary products, such as tomato based products, fruit based pro	4752518152192.0	2.02	45.23	41.233918677810124	14.118426432640984		142350000000.0	0.0	0.0	14780000000.0	487380000000.0	60.58500569959985	41.01990059239503	2.027977534118675	43.38083010108944	14.118426432640984	3.0726391717985986	0.37201746474269737	매우 불리	불리(<1)	36.73685286528197	1661.6078550967034	-17.851985207493016	보류	충분
