티커	종목코드	유니버스	현재가	3M수익률(보조,%)	6M수익률(보조,%)	12M수익률(보조,%)	52주고점대비(보조,%)	40일이평(보조)	200일이평(보조)	40일선상회(보조)	200일선상회(보조)	추세판정(보조)	종목명	시장	통화	섹터	산업	업종	사업설명	시가총액	배당수익률(%)	EPS(FY)	EPS Growth 1Y(%)	EPS Growth 3Y CAGR(%)	EPS Growth 5Y CAGR(%)	현금및단기투자	장기부채	단기위험부채	총부채	주주지분	주당순현금(린치식)	주당잉여현금흐름	잉여현금흐름수익률(%)	순현금차감PER(린치식)	사용연성장률(%)	린치PER배수	배당감안점수	린치PER판정	배당감안점수판정	그레이엄적정PER(3년)	그레이엄내재가치(3년)	그레이엄괴리율(3년,%)	종합판정	데이터상태
TSM	TSM	Global Semicon / PCB / Memory / OSAT	426.5350036621094	2.1102658277425412	15.874761366388256		-10.686392126686062	424.7586250305176	363.49457489013673	Y	Y	상승전환/양호	Taiwan Semiconductor Manufactur	NYQ	USD	Technology	Semiconductors	Semiconductors	Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides various wafer fabrication processes, such as processes to manufacture complementary metal- oxide-semiconductor (CMOS) logic, mixed-signal, radio frequency, embedded memory, bipolar CMOS mixed-signal, and others. T	2212212768768.0	88.0	13.26	46.54981153856048	19.574951863097922		3488279800000.0	896062000000.0	136925700000.0	1064582700000.0	5355038700000.0	499.80348759148404	191.33970352740297	44.8590858627344	-5.525526691506386	19.574951863097922	-0.28227536548495596		판정불가	판정불가	47.649903726195845	631.8377234093568	48.13267797122771	보류	충분
ASML	ASML	Global Semicon / PCB / Memory / OSAT	1836.3599853515625	15.89450202483671	30.52805104416203		-7.694625651603326	1769.7459930419923	1428.356946105957	Y	Y	상승전환/양호	ASML Holding N.V. - New York Re	NMS	USD	Technology	Semiconductor Equipment & Materials	Semiconductor Equipment & Materials	ASML Holding N.V. provides lithography solutions for the development, production, marketing, sales, upgrading, and servicing of advanced semiconductor equipment systems. The company offers lithography, metrology, and inspection systems. It also provides extreme ultraviolet lithography systems; and deep ultraviolet lithography systems comprising immersion and dry lithography systems solutions to manufacture various range of semiconductor nodes and technologies. In addition, the company offers met	705345880064.0	49.0	29.38	26.913730255164037	19.548786436855625		13727800000.0	2709000000.0	1681900000.0	4390900000.0	19612200000.0	28.687321010153607	28.709450663889612	1.56338903553234	61.527320093308674	19.548786436855625	3.1473728710499533	1.1141194892431299	매우 불리	보통(1~1.5)	47.59757287371125	1398.4166910296365	-23.848444630429245	보류	충분
ARM	ARM	Global Semicon / PCB / Memory / OSAT	276.3999938964844	20.9627982041507	126.20508091815977		-37.104628573511874	297.40499839782717	195.02022480010987	N	Y	상승전환/양호	Arm Holdings plc	NMS	USD	Technology	Semiconductors	Semiconductors	Arm Holdings plc researches, develops, licenses, and markets central processing unit (CPU) intellectual property (IP), graphics processing unit IP, systems IP, compute subsystems (CSS), and associated software, tools and related services. The company provides a product portfolio, including CPU IP, GPU and neural processing unit (NPU) accelerators, system IP such as interconnects, compute platform products including pre-integrated CSSs, and development tools and software. The company serves semic	295194820608.0		0.98	14.141414141414144	19.934937871784243		4451000000.0	0.0	64000000.0	457000000.0	8286000000.0	4.167608580381908	0.8885779696208563	0.3214826299719967	277.7881482817372	19.934937871784243	13.934738601564263	0.07176309714828405	매우 불리	불리(<1)	48.369875743568485	47.40247822869711	-82.85004367747923	보류	충분
NVDA	NVDA	Global Semicon / PCB / Memory / OSAT	225.54550170898438	-4.324469138300458	20.651277823577896		-4.324469138300458	206.26963653564454	194.92167770385743	Y	Y	상승전환/양호	NVIDIA Corporation	NMS	USD	Technology	Semiconductors	Semiconductors	NVIDIA Corporation operates as a data center scale AI infrastructure company in the United States, Taiwan, China, Hong Kong, Europe, and internationally. It operates through Compute & Networking, and Graphics segments. The Compute & Networking segment provides data center accelerated computing and networking platforms and artificial intelligence solutions and software, and automotive platforms and autonomous and electric vehicle solutions, including software. The Graphics segment offers GeForce 	5462937305088.0	45.0	6.53	64.74615806805708	201.79613706779188		114507000000.0	7469000000.0	999000000.0	11040000000.0	157293000000.0	4.419222988315925	3.991412410717972	1.76967058995838	33.86313609811155	201.79613706779188	0.16780864386286787	7.288047284006722	매우 유망	안심(>=2)	60.0	391.8	73.7121764926749	매우 유망	충분
AMD	AMD	Global Semicon / PCB / Memory / OSAT	496.8299865722656	10.480314228574406	141.2498692251997		-14.473841121565044	513.1894996643066	324.24260009765624	N	Y	상승전환/양호	Advanced Micro Devices, Inc.	NMS	USD	Technology	Semiconductors	Semiconductors	Advanced Micro Devices, Inc. operates as a semiconductor company internationally. It operates in three segments: Data Center, Client and Gaming, and Embedded. The company offers artificial intelligence (AI) accelerators, microprocessors, and graphics processing units (GPUs) as standalone devices or as incorporated into accelerated processing units, chipsets, and data center and professional GPUs; and embedded processors and semi-custom system-on-chip (SoC) products, microprocessor and SoC develo	811560468480.0		3.91	164.16819012797075	48.64092188805236		15565000000.0	2348000000.0	874000000.0	3847000000.0	62999000000.0	8.096295293928298	4.1256373461910485	0.8303921779469645	124.99582897144177	48.64092188805236	2.569766857197343	0.3891403600288576	매우 불리	불리(<1)	60.0	234.60000000000002	-52.780627912869214	보류	충분
AVGO	AVGO	Global Semicon / PCB / Memory / OSAT	400.32501220703125	-8.97360002981048	20.882023122660343		-16.870858625231822	390.8473754882813	369.2356755065918	Y	Y	상승전환/양호	Broadcom Inc.	NMS	USD	Technology	Semiconductors	Semiconductors	Broadcom Inc. designs, develops, and supplies various semiconductor devices and infrastructure software solutions internationally. The company operates in two segments: Semiconductor Solutions and Infrastructure Software. The company offers networking connectivity, such as custom silicon solutions, ethernet switching & routing, ethernet NIC controllers, physical layer devices, and fiber optic components; wireless device connectivity, including RF semiconductor devices, connectivity solutions, cu	1904578396160.0	62.0	6.02	292.2985581000848	26.2400569832006		16178000000.0	61984000000.0	3152000000.0	65136000000.0	81292000000.0	-9.628003752675784	5.657077522584728	1.4131211765651868	68.09850763450284	26.2400569832006	2.5952118807554743	1.2957707892337547	매우 불리	보통(1~1.5)	60.0	361.2	-9.773311937550744	보류	충분
MU	MU	Global Semicon / PCB / Memory / OSAT	967.6900024414062	24.700711365008488	133.75848481481972		-20.26022976046634	956.6360061645507	552.5800006866455	Y	Y	상승전환/양호	Micron Technology, Inc.	NMS	USD	Technology	Semiconductors	Semiconductors	Micron Technology, Inc. designs, develops, manufactures, and sells memory and storage products in the United States, Taiwan, Japan, Mainland China, Hong Kong, Europe, and internationally. It operates through the Cloud Memory Business Unit; Core Data Center Business Unit; Mobile and Client Business Unit; and Automotive and Embedded Business Unit segments. The company provides memory products, including dynamic random access memory components and modules, CXL-based memory, LPDDR components and mod	1093100109824.0	6.0	46.07	997.5578406169666	-0.5711543545194875		10972000000.0	11533000000.0	106000000.0	15278000000.0	54165000000.0	-0.4967269364997238	1.4768993406088045	0.15262112214476772	21.015557399129715	-0.5711543545194875		0.25832508471582716	판정불가	불리(<1)	7.357691290961025	338.9688377745744	-64.97134031359397	보류	일부부족
MRVL	MRVL	Global Semicon / PCB / Memory / OSAT	219.17999267578125	20.046002014280482	180.17382496552727		-30.73349627120958	226.91149940490723	141.43480014801025	N	Y	상승전환/양호	Marvell Technology, Inc.	NMS	USD	Technology	Semiconductors	Semiconductors	Marvell Technology, Inc., together with its subsidiaries, provides data infrastructure semiconductor solutions and spanning the data center core to network edge in the United States, Argentina, China, India, Israel, Japan, Singapore, South Korea, Taiwan, Vietnam, and internationally. The company develops and scales system-on-a-chip architectures, integrating analog, mixed-signal, and digital signal processing functionality. It offers a portfolio of ethernet solutions, including spanning controll	196804575232.0	11.0	2.98	-80.60000000000001			2638800000.0	3970800000.0	499800000.0	4790300000.0	14308400000.0	-1.5209534928698676	1.5893507257699466	0.7251349479333956	74.06072019082252	-80.60000000000001		-0.9397694192099515	판정불가	불리(<1)	8.5	25.33	-88.44328823504021	보류	일부부족
AMAT	AMAT	Global Semicon / PCB / Memory / OSAT	510.7532043457031	15.932723619051181	55.53250146552023		-29.356403271686982	565.948826599121	388.69171539306643	N	Y	상승전환/양호	Applied Materials, Inc.	NMS	USD	Technology	Semiconductor Equipment & Materials	Semiconductor Equipment & Materials	Applied Materials, Inc. provides materials engineering solutions, equipment, services, and software to the semiconductor and related industries in the United States, China, Korea, Taiwan, Japan, Southeast Asia, Europe, and internationally. The company operates through Semiconductor Systems and Applied Global Services (AGS) segments. The Semiconductor Systems segment includes semiconductor capital equipment to enable materials engineering steps, including etch, rapid thermal processing, depositio	405236875264.0	39.0	11.6	-2.4940783056987548	2.3602035200739557		9905000000.0	6455000000.0	100000000.0	7050000000.0	20415000000.0	4.345310187952551	7.176689116218444	1.405118764827348	43.65585294463367	2.3602035200739557	18.496647671835408	0.9474148534568511	매우 불리	불리(<1)	13.220407040147911	153.35672166571578	-69.97439852341752	보류	충분
LRCX	LRCX	Global Semicon / PCB / Memory / OSAT	334.9800109863281	11.977274885802647	44.83117329331174		-22.696323502536064	335.03424911499025	249.57039924621583	N	Y	상승전환/양호	Lam Research Corporation	NMS	USD	Technology	Semiconductor Equipment & Materials	Semiconductor Equipment & Materials	Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits in the United States, China, Korea, Taiwan, Japan, Southeast Asia, and Europe. The company offers ALTUS systems to deposit conformal or selective films for tungsten or molybdenum metallization applications; SABRE electrochemical deposition products for copper interconnect transition that offers copper damascene manufacturing; SPEED g	419167502336.0	31.0	5.76	35.593537925022446	17.21891634146271		5616812000.0	3721914000.0	147000.0	3734563000.0	12470921000.0	1.5143180686650348	3.908870705438493	1.1668967034567415	57.89334946487207	17.21891634146271	3.3621947117233137	0.8328921506039392	매우 불리	불리(<1)	42.93783268292542	247.3219162536504	-26.16815686242706	보류	충분
